"27305A",4.00,4.50,3.66,4.66,4.00,4.83,4.00,4.83,3.00,3.50,1.50,1.33,3.50,4.33,3.00,3.66,3.33,3.83,3.50,4.00,4.00,4.33,4.33,5.16,3.33,3.83,3.33,3.50,3.50,3.66,4.66,5.16,3.50,4.66,3.50,4.66,3.16,3.66,3.16,3.83,3.66,4.83,3.16,4.16,4.00,4.83,3.33,4.33,2.00,2.33,1.50,1.00,2.16,2.50,1.16,0.50,1.00,0.66,1.16,0.33,1.16,0.50,1.33,1.16,1.83,2.00,1.00,0.50,1.00,0.33,1.00,0.33,3.50,4.33,2.83,3.50,2.83,3.00,3.16,4.33,3.66,4.00,2.16,2.16,3.33,3.83,3.83,4.50,2.66,3.00,3.16,3.50
"27305B",4.00,4.50,4.33,4.66,3.66,4.33,4.50,4.50,2.16,2.50,2.00,1.83,3.83,4.33,3.33,3.83,3.33,3.83,3.66,4.16,4.83,5.50,4.00,4.16,3.00,3.16,3.00,3.66,3.00,3.50,4.66,5.00,4.16,4.83,4.00,4.50,3.16,3.83,3.33,3.50,3.66,4.16,3.50,4.16,3.33,3.66,3.50,4.50,1.66,1.83,1.16,0.66,1.50,1.50,1.00,0.33,1.00,0.00,1.83,1.50,1.16,0.50,1.33,1.00,1.83,2.00,1.00,0.50,1.00,0.16,1.00,0.33,3.16,4.00,3.00,2.83,2.83,2.83,3.16,4.00,3.50,4.16,2.16,2.33,3.16,3.16,1.83,1.66,1.83,1.66,1.33,1.00
"27305C",3.60,4.20,4.40,4.80,2.80,3.80,4.60,4.40,1.60,1.80,1.00,0.20,3.60,3.60,2.80,2.60,2.00,2.00,2.00,2.20,3.80,3.80,3.20,3.40,2.40,2.80,2.40,2.40,2.20,2.20,4.00,4.20,3.40,4.20,3.80,4.00,2.80,3.40,2.00,2.60,2.40,3.20,3.00,4.20,3.20,3.80,3.00,3.00,1.00,1.00,1.00,0.20,1.20,1.00,1.00,0.20,1.00,0.00,1.00,0.20,1.00,0.20,1.00,0.60,1.80,1.20,1.20,0.60,1.20,0.40,1.00,0.20,2.20,2.40,2.40,2.80,2.60,3.40,3.20,4.20,4.20,4.20,2.60,3.00,2.20,2.20,1.20,1.00,1.40,1.00,1.40,1.20
"27307",3.66,3.33,4.66,4.16,3.83,3.50,4.33,4.00,2.50,2.16,1.00,0.00,4.50,3.83,3.50,3.33,3.50,3.50,3.16,3.00,5.00,4.83,4.16,4.00,2.83,3.00,3.33,3.33,2.83,2.50,3.00,3.16,4.66,4.00,3.83,3.66,3.16,3.33,2.83,2.66,3.83,3.50,3.50,3.50,3.16,3.33,3.83,3.66,2.33,1.83,1.16,0.83,1.83,1.66,1.00,0.33,1.00,0.00,1.00,0.16,1.00,0.33,1.16,0.66,1.83,1.33,1.83,1.50,1.50,0.83,1.16,0.16,3.00,2.50,2.83,2.83,2.66,2.50,3.83,3.50,3.83,3.33,2.00,2.33,3.66,3.50,2.33,2.50,2.83,2.83,3.50,3.33
"27308",3.16,4.00,3.83,4.16,3.33,3.50,4.16,4.16,2.66,3.00,1.33,1.16,3.00,3.83,3.16,3.16,3.50,3.66,3.33,3.33,4.16,4.50,3.33,3.33,3.00,3.16,2.83,2.66,3.16,3.00,3.83,4.33,3.66,3.83,3.50,3.16,2.66,2.66,2.66,2.50,3.16,3.33,3.00,3.00,3.00,2.83,2.66,3.33,1.83,2.00,1.16,1.16,1.50,1.50,1.16,0.50,1.00,0.00,1.16,0.33,1.33,1.00,2.00,1.83,1.83,1.66,1.66,1.33,1.50,1.00,1.00,0.66,2.50,2.33,2.16,2.33,2.16,2.16,3.00,3.66,3.16,2.83,2.00,2.33,3.00,2.66,2.33,2.16,1.83,1.83,1.33,0.83
"27311",2.83,3.16,3.33,3.41,2.83,3.33,4.33,3.91,1.83,1.50,1.41,1.00,3.16,3.16,2.33,2.75,3.00,3.58,2.75,3.00,4.00,3.83,4.50,4.58,2.00,2.16,2.25,2.16,2.91,3.16,4.08,3.83,3.16,3.41,3.16,3.25,2.75,2.83,1.66,2.00,3.08,3.08,3.08,3.41,3.83,3.83,2.91,3.41,2.41,2.33,2.08,1.58,2.33,2.58,1.41,1.08,1.00,0.00,1.50,1.08,1.00,0.66,1.66,1.75,1.66,1.75,1.58,1.25,1.08,1.08,1.08,0.83,2.83,2.91,2.83,2.83,2.58,2.50,2.83,2.91,3.25,3.16,2.25,2.41,3.50,3.66,1.75,1.91,3.08,3.08,3.66,3.50
"27502",4.16,5.00,4.33,5.00,4.16,5.00,4.83,5.16,1.50,1.00,1.00,0.50,3.33,3.83,3.33,3.83,3.16,4.16,3.00,3.83,4.33,5.16,2.83,2.66,3.16,3.50,2.50,3.00,3.66,3.66,4.33,5.16,3.16,4.00,2.83,3.66,2.66,3.33,2.66,2.83,3.16,4.00,2.83,3.50,3.33,3.50,2.66,3.50,1.50,1.16,1.16,0.33,1.16,0.66,1.00,0.33,1.00,0.00,1.16,0.33,1.00,0.16,1.16,0.50,1.16,0.83,1.00,0.16,1.00,0.16,1.00,0.33,3.16,3.66,2.50,2.66,2.33,2.16,2.83,2.83,3.16,3.33,1.83,1.16,3.00,2.50,1.83,2.00,1.83,1.50,1.66,1.33
"27505",4.00,4.60,4.40,4.60,3.40,4.60,4.60,4.60,2.60,3.60,1.00,0.20,3.40,4.00,2.60,3.60,2.60,4.00,3.00,3.80,4.00,5.00,3.80,4.40,3.00,3.00,1.80,2.20,3.60,4.20,4.00,4.60,2.80,3.80,4.00,4.00,2.60,3.20,2.00,2.80,2.60,3.40,3.20,3.80,3.80,4.40,3.00,4.20,2.00,2.80,1.40,0.80,2.00,2.40,1.00,0.20,1.00,0.00,1.60,1.00,1.20,0.20,1.80,1.20,2.00,1.80,1.00,0.60,1.40,1.40,1.00,0.40,3.60,4.20,3.00,3.60,2.60,3.40,3.20,4.20,3.60,4.40,2.60,3.20,2.80,3.80,3.00,4.20,3.20,3.60,3.00,4.20
"28102",5.00,6.50,5.00,6.50,4.66,5.83,4.83,5.83,1.66,2.00,1.33,0.66,5.00,6.33,4.33,6.00,3.16,4.50,4.00,4.66,3.66,4.16,3.50,4.33,3.00,4.00,3.66,4.50,2.33,2.66,1.33,0.33,4.33,5.16,4.83,5.66,4.33,5.00,4.66,5.83,3.00,4.50,3.83,5.16,2.83,3.83,3.33,4.33,1.00,0.33,1.00,0.00,1.50,0.83,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.33,1.00,2.33,2.00,1.00,0.00,1.00,0.00,1.00,0.00,3.16,4.66,4.16,5.16,3.33,5.16,3.83,5.16,5.00,6.50,3.00,3.16,3.50,3.50,1.00,0.00,1.00,0.00,1.66,1.33
"28105",4.83,5.33,5.00,5.66,4.50,5.00,4.66,4.83,2.00,2.33,1.16,0.50,4.83,5.50,4.33,4.83,2.00,2.00,3.00,3.33,3.66,3.50,2.33,2.33,2.66,2.50,3.50,3.16,1.50,1.50,1.50,1.33,4.16,4.00,4.66,5.16,4.00,4.50,3.83,4.00,3.66,3.50,3.66,3.66,3.00,2.83,3.16,3.00,1.33,1.00,1.50,1.00,1.83,1.50,1.00,0.16,1.00,0.00,1.00,0.00,1.00,0.16,1.50,1.16,2.33,1.66,1.16,0.33,1.16,0.33,1.00,0.16,2.83,2.66,2.66,2.83,2.50,2.66,3.00,3.33,4.83,5.50,2.50,2.00,2.83,2.33,1.33,1.00,1.33,1.16,1.33,1.00
"28108",4.83,6.00,4.33,5.16,4.50,5.50,5.00,5.83,2.33,3.00,1.50,0.83,5.00,5.83,4.16,5.00,3.33,4.33,3.66,4.66,3.00,4.00,2.83,3.66,5.00,6.00,4.00,4.50,3.00,4.83,2.16,2.66,3.83,5.16,4.50,5.50,4.16,4.50,4.33,5.83,4.00,4.66,4.00,4.83,3.16,4.16,3.83,4.66,1.16,0.83,1.16,0.66,1.33,0.83,1.00,0.33,1.00,0.00,1.16,0.33,1.16,0.33,1.16,1.00,2.33,1.83,1.00,0.33,1.00,0.33,1.00,0.33,3.33,3.83,3.50,4.83,3.33,4.83,3.50,4.83,4.33,5.16,2.83,3.50,3.50,3.83,2.83,3.33,1.50,1.66,1.83,2.00
"28302",4.50,5.50,4.16,4.66,4.33,5.33,4.00,4.33,2.83,3.83,1.33,0.66,4.33,5.50,4.00,4.66,2.66,3.00,3.00,3.33,2.83,3.00,3.33,3.50,3.66,4.33,3.66,4.16,1.66,1.83,2.00,1.83,4.00,4.50,4.50,5.16,4.16,4.66,3.33,4.00,3.66,4.00,3.33,3.83,2.83,3.33,2.83,3.33,1.66,1.50,1.33,1.00,1.83,2.00,1.00,0.00,1.00,0.16,1.00,0.00,1.00,0.33,1.50,1.33,2.33,2.00,1.00,0.16,1.00,0.00,1.00,0.00,2.83,3.00,2.00,2.00,2.16,2.50,3.33,3.83,3.50,3.83,2.00,2.16,3.16,3.16,2.16,2.16,2.16,1.83,2.50,2.50
"28305",4.50,5.33,3.83,4.33,4.50,4.66,4.00,4.83,2.83,4.00,1.16,0.83,4.33,5.16,3.33,4.33,2.50,2.83,2.83,3.66,2.66,2.83,3.83,4.00,3.66,4.33,4.00,4.33,1.66,1.83,1.83,1.83,3.50,4.16,4.83,5.00,4.00,4.33,3.83,4.66,3.16,3.66,3.00,3.50,2.83,3.50,2.83,3.50,1.66,1.33,1.16,0.83,1.50,1.33,1.00,0.50,1.00,0.16,1.16,0.33,1.16,0.50,1.66,1.33,3.00,2.50,1.00,0.66,1.16,0.50,1.00,0.33,2.83,3.33,2.33,3.16,2.33,2.50,3.33,4.16,3.16,3.83,1.83,2.16,3.33,3.16,2.16,2.33,2.00,2.00,2.16,1.83
"28308",4.66,4.33,4.16,3.83,4.16,4.33,3.83,4.00,2.50,2.66,1.00,0.00,3.33,3.83,2.83,2.83,2.33,2.00,3.16,2.50,2.16,2.16,2.66,2.00,1.16,0.33,1.33,0.66,1.00,0.66,1.50,1.16,3.00,3.00,4.83,4.50,3.83,4.00,2.83,2.50,2.33,2.66,1.83,2.16,2.00,1.66,2.83,2.50,1.50,0.83,1.33,0.50,1.83,1.66,1.00,0.00,1.00,0.00,1.00,0.00,1.50,0.83,2.00,1.33,3.66,2.33,1.00,0.00,1.00,0.16,1.00,0.00,2.00,1.33,2.00,1.83,1.66,1.00,2.50,2.33,3.16,3.16,1.66,0.83,2.16,1.66,1.00,0.00,1.50,0.66,1.00,0.00
"28311",4.66,4.66,4.00,4.00,4.00,4.16,4.00,4.00,4.00,3.83,1.00,0.00,3.83,4.16,3.33,3.66,2.66,2.83,3.16,3.33,2.50,2.66,2.66,2.66,1.66,1.00,2.00,1.83,2.50,2.83,1.66,1.33,3.50,3.33,4.83,4.50,4.16,4.33,3.33,3.83,2.50,2.66,2.50,2.33,2.33,2.33,3.50,3.33,1.33,0.50,1.16,0.16,2.50,2.16,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.16,2.16,1.16,3.66,2.66,1.00,0.00,1.33,0.66,1.00,0.16,1.83,1.83,2.00,2.00,2.33,2.00,2.83,2.66,2.83,3.16,2.16,2.16,2.83,3.16,2.33,1.66,1.66,1.16,3.00,3.33
"31114",4.16,5.50,3.66,4.00,4.00,4.33,4.50,4.66,1.83,2.33,4.16,4.66,3.83,4.33,3.66,4.16,4.50,6.00,3.66,4.33,3.83,4.16,3.83,4.33,2.16,3.00,1.83,2.16,4.83,5.66,3.66,4.00,3.83,4.00,3.66,4.00,3.50,3.83,2.66,3.00,2.66,3.66,3.16,3.66,4.00,3.50,3.00,3.83,2.16,2.50,1.50,1.83,2.66,2.83,1.33,1.16,1.00,0.00,2.83,2.83,2.00,2.00,2.16,2.33,2.83,2.66,1.33,0.66,1.33,1.16,1.16,0.66,3.16,3.66,3.00,3.83,2.50,2.83,2.83,3.66,3.50,4.33,2.50,2.66,3.66,4.16,1.50,1.00,1.50,1.66,4.33,4.50
"31117",4.00,5.16,3.50,4.16,3.50,4.66,4.16,4.83,3.00,4.16,2.66,3.50,4.16,4.33,3.50,4.16,3.66,4.66,3.50,3.83,2.83,3.00,2.83,3.00,2.16,2.66,2.00,2.00,4.50,5.00,2.33,2.83,3.33,3.50,3.50,4.00,3.33,3.83,2.83,3.16,2.83,3.16,3.00,3.66,2.83,3.50,2.83,3.50,1.66,1.16,1.50,1.16,2.16,2.33,1.16,0.50,1.33,0.83,1.33,0.66,1.33,1.00,1.83,1.83,2.66,2.50,1.00,0.50,1.16,0.50,1.16,0.66,2.66,2.50,2.50,2.33,2.50,2.33,2.66,3.33,3.00,3.16,2.16,1.83,2.83,2.50,1.50,1.33,1.83,1.66,1.50,1.33
"31202",4.66,5.83,3.66,4.83,4.16,5.33,4.50,5.00,3.66,5.00,4.33,5.33,4.16,5.33,4.33,5.33,4.00,5.50,3.83,4.33,2.83,3.16,2.50,3.50,2.33,2.50,2.16,2.16,4.50,5.66,2.33,2.33,3.50,4.50,4.00,5.00,3.50,4.66,3.66,4.66,3.83,4.66,3.33,4.33,3.16,3.83,3.50,4.16,1.83,2.00,1.83,1.66,2.33,2.83,1.33,0.83,2.16,2.66,2.00,1.50,1.66,1.66,2.16,2.00,3.00,2.66,1.50,1.00,1.33,0.83,1.16,0.33,3.16,3.83,2.83,3.83,2.50,2.66,3.33,4.33,3.00,3.83,1.83,1.66,3.16,4.16,2.50,2.83,2.16,2.33,1.83,2.00
"31204",4.83,6.00,4.00,4.83,4.83,6.00,4.83,5.33,4.66,5.00,4.83,5.16,4.66,5.00,4.50,5.50,4.50,5.66,4.00,4.66,3.50,3.83,3.66,4.66,2.66,2.50,2.50,2.50,5.00,5.66,1.83,2.16,3.00,3.50,4.50,5.33,4.16,5.16,4.33,5.00,4.16,5.16,4.33,5.00,3.83,4.50,4.16,5.00,2.33,2.50,1.33,0.83,2.83,3.66,1.00,0.00,1.33,1.16,2.66,2.66,1.50,0.83,1.83,1.33,3.16,3.16,1.00,0.16,1.16,0.50,1.00,0.16,3.33,3.83,2.83,3.00,2.66,3.00,3.33,5.00,4.00,4.83,2.50,2.83,3.50,4.00,1.33,1.00,2.16,2.16,3.33,4.00
"31206",5.00,6.00,4.16,4.83,4.83,6.00,4.83,5.16,4.66,5.00,4.83,5.66,4.66,5.33,4.50,5.33,4.33,5.66,3.83,4.66,3.50,3.66,3.83,4.66,2.50,2.33,1.83,2.16,5.00,5.83,2.50,2.50,3.33,3.83,4.50,5.33,4.16,5.00,4.50,5.16,4.33,5.16,4.16,5.00,4.16,4.83,4.00,5.33,2.33,2.33,1.50,0.83,3.00,3.33,1.16,0.50,1.33,0.66,2.83,2.83,1.83,1.33,1.83,1.33,3.50,3.33,1.00,0.16,1.16,0.33,1.00,0.00,3.33,3.83,2.83,2.83,2.66,3.16,3.33,5.00,4.00,5.00,2.33,2.83,3.83,4.33,1.66,1.16,2.50,2.50,3.16,3.83
"31210",4.50,5.66,4.00,5.00,4.16,5.00,4.66,5.16,3.83,4.50,3.33,3.83,4.33,4.83,4.16,5.16,4.16,5.00,3.66,4.50,3.00,3.33,2.66,3.33,2.50,2.66,2.50,2.66,4.83,5.33,3.16,3.00,3.50,4.50,3.83,4.83,3.66,4.50,3.50,4.16,3.50,4.66,3.16,3.83,3.00,3.66,3.66,4.50,1.83,2.00,1.16,0.83,1.83,2.33,1.16,0.66,2.00,2.50,1.16,0.33,1.16,0.66,1.50,1.33,2.83,2.33,1.16,0.33,1.16,0.50,1.00,0.33,3.16,3.50,2.33,2.66,2.50,2.66,3.33,4.33,3.16,3.66,1.83,1.50,3.00,3.66,2.50,2.83,2.33,2.33,2.33,2.00
"31212",4.83,6.16,4.00,5.16,4.66,5.83,4.33,5.00,3.16,4.00,4.83,5.83,4.33,5.16,4.33,5.16,3.66,4.83,3.83,4.83,2.83,3.16,3.00,4.16,2.83,3.83,2.16,2.33,5.00,5.33,2.83,3.16,4.00,5.00,4.00,5.33,3.83,4.33,3.16,4.16,4.16,4.83,4.00,5.16,3.66,4.00,3.83,4.00,1.83,3.00,1.66,2.00,2.33,3.83,1.33,0.83,1.16,1.16,2.00,2.00,1.83,1.33,2.16,2.00,2.83,2.66,1.00,0.33,1.66,1.16,1.16,0.33,3.83,4.00,3.16,3.66,3.16,4.00,3.33,4.33,3.66,3.66,2.33,2.66,3.00,3.83,1.83,2.83,2.16,2.33,2.66,3.00
"31216",4.83,5.66,3.66,4.83,4.50,5.16,4.83,5.33,2.33,2.66,1.16,1.00,4.00,5.00,4.00,4.50,4.33,5.16,4.16,4.16,2.83,3.16,2.66,3.00,2.50,3.16,2.33,2.50,4.50,5.33,3.16,2.83,3.16,4.00,4.16,5.00,3.66,4.66,3.66,4.66,3.66,4.16,3.50,4.00,3.00,3.66,3.33,3.66,2.16,2.66,1.16,0.66,1.83,2.00,1.00,0.33,1.66,1.16,1.16,0.33,1.16,0.50,1.66,1.66,3.66,2.83,1.00,0.33,1.00,0.50,1.00,0.33,3.16,3.33,2.66,3.33,2.50,3.16,2.66,3.83,3.66,3.50,2.33,3.00,3.00,4.00,2.16,2.50,2.00,2.50,2.66,3.00
"31218",4.33,5.50,3.66,4.66,4.00,5.33,4.50,5.33,2.66,3.33,1.33,1.50,3.83,4.66,3.83,4.66,4.00,5.33,3.66,4.33,3.00,3.83,2.66,3.50,2.50,2.66,2.00,2.33,4.83,5.50,2.50,2.83,3.33,3.66,4.16,5.00,3.83,5.00,3.83,4.83,4.00,4.50,3.66,4.83,3.33,4.16,3.33,4.33,2.33,2.33,2.00,2.16,2.50,2.50,1.33,0.66,1.66,1.66,1.16,0.83,1.16,0.33,1.33,1.00,3.00,2.66,1.16,0.50,1.16,0.33,1.16,0.33,3.50,4.16,2.66,2.83,2.50,2.50,3.00,3.83,3.00,3.50,1.66,1.66,3.16,4.33,2.16,2.16,2.33,2.50,2.33,2.66
"31222",4.66,5.66,3.83,4.83,3.83,5.16,4.33,5.00,4.66,5.83,4.33,5.50,4.33,5.50,4.33,5.66,4.16,5.16,3.66,4.16,3.00,3.16,2.66,3.16,2.16,2.33,2.00,2.00,4.66,5.33,2.50,2.66,3.83,4.33,4.00,4.66,3.83,4.66,3.66,4.33,3.83,4.83,3.66,4.66,3.33,3.83,3.66,4.66,2.83,4.33,3.16,4.50,2.83,3.50,1.83,2.00,2.33,2.66,2.16,2.66,2.50,2.66,2.50,3.16,3.16,3.16,1.50,1.33,2.00,3.00,1.50,2.00,3.16,4.00,3.16,3.66,2.83,4.16,3.16,4.16,3.33,4.00,2.66,3.33,3.16,3.66,2.00,3.00,2.33,2.83,2.16,2.00
"31224",4.50,5.50,3.50,4.66,3.66,5.16,4.16,4.83,5.00,6.33,2.66,3.33,4.00,5.00,4.00,5.16,4.33,5.33,3.50,3.83,2.66,3.00,2.33,2.66,2.00,2.16,2.00,2.00,4.66,5.33,2.50,2.66,3.66,5.00,4.00,4.66,3.66,4.66,3.33,4.00,3.66,4.83,3.33,4.00,3.16,3.66,3.50,4.50,2.16,3.00,1.50,1.33,2.50,2.33,1.16,0.33,2.16,2.00,1.33,0.66,1.33,0.83,1.50,1.50,2.16,1.83,1.00,0.33,1.00,0.33,1.00,0.33,2.66,3.16,2.66,3.00,2.66,3.33,3.16,3.50,3.50,3.83,2.50,3.00,3.00,3.33,1.66,1.66,1.83,1.66,2.33,2.50
"31226",4.66,5.83,4.16,5.00,4.16,5.83,4.66,5.33,4.33,5.33,3.33,4.33,4.16,5.00,4.00,5.66,4.66,5.50,4.16,4.83,3.83,4.00,3.66,4.33,2.66,2.83,2.16,1.83,5.00,5.83,3.00,3.00,3.00,4.16,4.33,5.66,4.33,5.16,4.00,5.16,3.83,4.50,3.50,4.66,3.83,4.33,4.00,4.83,3.16,4.00,2.66,3.16,3.33,3.50,1.50,0.50,3.66,5.33,3.83,5.33,2.16,1.66,2.33,2.16,3.33,3.50,1.33,0.66,2.50,3.16,1.00,0.16,3.66,4.33,3.33,3.66,3.16,3.33,3.83,4.16,3.66,4.16,2.33,2.83,3.33,4.00,1.33,0.83,2.83,3.16,3.00,3.33
"31303",3.50,3.50,4.16,3.66,2.66,2.66,4.50,3.50,1.66,1.66,1.33,0.83,2.50,2.83,2.50,2.66,4.50,4.16,3.50,4.00,4.33,3.83,3.50,3.33,2.33,2.33,1.83,2.00,4.50,3.16,3.16,2.50,3.16,2.83,2.33,2.83,2.83,3.50,2.16,2.33,2.83,2.50,2.50,2.33,3.33,2.50,2.83,3.00,2.00,2.00,1.50,1.66,1.83,2.00,1.33,0.66,1.00,0.00,1.50,1.16,1.00,0.16,1.66,1.66,1.83,1.33,1.00,0.83,1.00,0.66,1.00,0.83,2.00,2.33,2.00,2.00,1.50,1.66,2.50,2.33,2.83,2.33,2.00,1.66,3.33,2.83,1.33,1.33,2.50,2.00,2.50,2.33
"31304",3.00,3.50,4.33,3.50,2.50,2.83,4.33,3.50,2.16,1.66,2.00,1.33,2.33,2.50,2.16,2.16,4.66,4.16,3.83,3.66,4.00,3.33,3.66,2.83,2.33,1.66,2.00,1.16,4.66,3.00,4.00,3.16,3.50,3.33,2.50,2.50,2.83,3.16,2.16,2.16,3.00,2.83,2.66,2.50,3.16,2.33,2.83,2.50,1.50,0.83,1.50,0.83,2.50,1.83,1.16,0.50,1.00,0.16,1.00,0.50,1.00,0.16,1.16,1.00,2.00,1.16,1.16,0.50,1.16,0.50,1.16,0.66,2.50,2.66,2.50,2.16,1.66,1.83,2.66,2.50,3.00,2.16,1.66,1.00,3.83,2.50,1.66,0.66,2.00,1.66,3.16,2.00
"31305",4.16,4.33,4.00,3.83,4.00,3.83,4.66,4.00,3.33,3.66,3.16,3.00,3.50,3.66,3.33,3.83,4.33,5.00,3.66,3.66,4.00,4.50,3.50,3.83,2.66,2.66,2.00,2.00,4.83,4.50,3.50,3.33,3.33,3.50,3.16,3.50,3.66,3.83,2.50,2.83,2.83,3.33,2.83,3.00,3.66,3.33,3.50,3.50,2.33,2.16,2.16,1.83,2.50,2.50,1.16,0.83,1.00,0.00,1.16,0.83,1.00,1.16,1.83,2.16,3.00,2.83,1.00,0.83,1.00,1.16,1.00,0.83,2.66,3.00,2.33,2.50,1.66,2.33,2.66,3.16,3.16,3.00,2.00,2.00,3.50,3.50,1.50,0.66,2.00,2.16,3.00,2.16
"31308",4.33,4.83,4.16,4.33,3.83,4.16,4.83,5.00,4.00,4.66,2.66,2.33,3.50,3.50,3.66,4.16,4.66,5.50,4.00,4.33,4.16,4.33,3.00,3.16,2.33,2.50,2.00,2.16,4.83,4.66,3.66,3.16,3.00,3.00,4.00,3.66,3.83,4.00,3.00,3.16,3.50,3.33,3.50,3.33,4.00,3.83,3.66,3.33,3.16,3.00,1.83,1.16,3.33,3.00,1.50,1.16,1.83,1.00,1.66,1.00,1.16,1.16,2.16,1.83,3.33,2.50,1.33,1.00,1.50,1.00,1.33,1.00,2.50,2.83,2.50,2.50,2.33,2.33,2.83,3.00,3.16,3.00,2.83,1.83,3.66,3.16,1.66,1.16,1.83,1.33,3.00,2.33
"31311A",3.50,3.83,4.16,3.83,3.66,3.66,4.50,4.33,2.00,1.66,1.33,0.50,4.00,3.50,2.50,2.66,4.00,3.50,3.33,3.16,4.00,4.00,4.00,4.00,3.50,3.16,2.50,2.16,4.83,4.16,3.00,3.16,3.16,3.00,4.00,3.66,2.50,2.50,2.16,1.83,3.33,3.83,3.16,2.83,3.66,3.66,3.50,3.33,3.00,2.83,1.83,1.33,1.66,1.50,1.00,0.33,1.00,0.00,1.00,0.00,1.16,0.66,1.83,1.33,2.83,2.16,1.00,0.00,1.16,0.50,1.00,0.16,2.83,2.66,1.83,1.66,2.50,2.33,2.66,2.83,3.16,3.16,2.33,1.83,3.16,2.66,1.33,0.66,1.00,0.33,3.50,2.66
"31311B",4.00,4.16,4.16,4.50,4.00,4.16,4.50,4.50,3.50,3.33,1.66,1.33,3.50,3.66,2.83,3.66,4.66,5.50,4.16,4.50,4.50,4.83,3.33,3.50,3.00,2.83,2.00,2.00,4.83,4.66,3.83,3.16,3.50,4.00,3.50,3.50,3.66,3.66,2.83,2.83,3.83,4.16,3.66,3.83,4.33,4.00,3.66,3.83,2.50,2.00,2.16,1.83,3.00,2.66,1.00,0.66,1.00,0.66,2.16,1.33,1.00,0.33,1.50,1.16,2.50,1.66,1.00,0.33,1.00,0.50,1.00,0.33,3.00,2.83,2.83,3.16,2.83,2.66,3.66,3.83,3.00,3.16,2.16,2.33,3.33,2.83,1.33,0.66,1.83,1.16,2.33,1.83
"31311C",4.16,4.50,4.33,4.66,3.50,4.33,4.66,4.50,3.16,3.50,1.83,1.50,3.00,3.33,3.00,2.83,4.50,5.50,3.66,3.66,3.83,3.66,3.00,3.33,2.50,2.16,1.50,1.00,4.83,4.66,3.16,3.00,3.16,2.83,3.33,3.00,3.50,3.33,3.00,2.83,3.00,3.50,3.16,3.33,4.33,3.83,3.50,3.66,2.83,3.50,3.00,2.66,3.00,2.83,1.33,0.83,1.16,0.50,1.50,1.00,1.33,1.00,1.83,1.66,2.33,1.83,1.50,1.00,1.83,1.50,1.00,0.66,3.00,2.83,2.50,2.33,2.33,2.16,3.50,3.66,2.83,2.66,2.66,2.66,3.50,3.16,1.33,0.66,2.00,1.33,2.16,1.83
"31311D",4.16,4.50,4.50,4.33,3.83,4.33,4.16,4.16,3.16,3.33,1.33,1.00,3.83,4.00,3.33,3.33,4.00,4.83,3.66,4.00,4.33,4.83,2.66,3.16,2.16,1.83,1.83,1.33,2.16,2.00,3.50,3.16,4.50,4.50,4.33,3.66,3.66,3.50,3.00,3.16,3.33,3.50,3.66,3.66,3.33,3.33,3.66,3.83,2.50,2.33,1.66,1.16,2.66,2.50,1.00,0.00,1.00,0.33,2.16,1.50,1.50,0.83,1.66,1.00,1.83,1.83,1.00,0.33,1.00,0.16,1.00,0.33,3.16,3.00,2.66,2.66,2.83,2.50,3.50,3.83,4.16,4.16,2.66,2.66,2.16,2.16,1.16,0.66,1.50,1.00,2.50,2.00
"31311E",3.83,5.00,4.00,4.33,3.50,4.00,4.16,4.66,2.33,2.33,2.50,2.50,3.83,4.16,3.33,4.00,4.33,4.66,4.16,4.16,4.16,4.66,3.16,3.66,2.50,2.83,1.83,2.00,4.66,4.66,4.33,4.33,4.33,4.50,3.50,3.83,3.16,3.33,2.66,3.50,3.50,4.00,3.33,3.83,3.50,3.83,3.66,4.33,1.83,1.83,1.83,2.00,2.00,1.83,1.16,0.33,1.00,0.16,1.16,0.50,1.16,0.50,1.33,0.83,1.66,1.16,1.00,0.33,1.00,0.33,1.00,0.33,2.66,2.50,2.66,2.66,2.16,1.83,3.16,3.66,3.50,3.83,1.83,1.50,2.66,3.16,1.16,0.83,1.66,1.33,1.50,1.16
"31314",4.00,4.60,4.20,4.60,4.00,4.80,4.60,4.80,2.40,3.00,1.40,1.20,3.20,4.00,2.80,3.60,4.20,4.40,2.80,3.40,3.00,3.20,3.00,3.20,2.00,2.20,1.60,1.40,4.60,4.60,3.20,4.00,3.00,3.80,3.40,3.80,3.20,4.20,2.40,3.00,3.20,4.20,3.20,4.20,4.00,4.20,3.00,3.80,2.20,2.40,2.20,2.80,2.40,3.40,1.20,0.80,2.00,1.40,1.20,1.40,1.40,1.60,1.40,1.60,2.60,3.00,1.20,1.20,1.20,1.00,1.20,1.00,3.20,3.20,2.80,2.80,2.60,2.80,3.40,3.80,4.00,4.20,2.60,2.80,3.00,2.40,1.00,1.00,2.20,2.60,2.20,2.20
