"63002B",3.60,5.00,0.80,2.00,1.60,0.80,2.20,2.60,3.60,1.80,1.40,1.40,0.60,1.40,2.00,1.80,2.20,1.60,0.20,0.40,0.60,0.40,0.80,0.40,0.40,1.20,1.40,1.60,2.00,1.60,1.80,1.60,1.60,1.20,0.80,1.60,1.40,1.80,2.60,1.60,2.20,2.20,1.80,2.00,1.80,1.20,2.80,2.40,1.20,4.00,3.80,2.00,3.80,4.00,3.00,1.00,0.60,2.40,2.20
"63005",3.75,4.50,2.50,2.00,3.50,1.50,3.75,3.00,6.00,2.50,1.75,1.25,1.00,1.75,2.50,2.00,2.50,1.25,0.75,0.00,0.00,0.00,1.00,1.00,1.75,1.00,1.75,1.50,1.00,1.75,2.00,1.25,1.25,1.50,1.75,2.25,3.75,1.75,2.50,1.25,2.50,1.50,1.00,2.00,1.25,1.00,3.00,2.50,1.75,5.50,4.25,1.75,3.75,4.00,4.00,1.00,0.50,1.50,3.50
"63008A",4.00,5.40,1.00,2.60,4.40,0.60,4.20,3.00,6.20,2.60,1.80,1.40,1.00,2.40,2.80,2.40,2.40,2.00,1.00,0.80,1.00,0.80,1.80,1.00,1.40,3.20,2.20,3.60,3.40,2.80,3.40,2.20,2.00,2.20,2.60,3.00,3.80,1.80,2.80,2.40,2.40,2.20,2.20,3.00,2.20,1.80,3.80,3.80,3.00,6.20,4.80,3.20,3.60,4.20,4.00,3.00,2.40,2.80,2.80
"63008B",3.60,4.40,1.00,1.00,2.60,0.60,0.20,2.20,4.40,1.20,1.00,0.60,0.20,2.20,3.20,2.60,2.60,1.60,1.00,0.40,0.80,0.40,0.00,0.20,0.20,3.00,2.20,3.60,1.60,2.40,3.00,2.60,2.60,3.20,2.40,3.00,4.40,0.80,3.40,2.20,2.40,1.80,2.00,3.00,2.00,2.00,3.40,3.80,3.00,5.20,4.80,2.40,3.00,4.20,3.80,2.80,1.80,0.80,3.80
"63011A",3.80,4.40,0.20,1.20,2.00,1.40,3.20,2.00,2.80,0.60,2.40,2.80,2.20,1.00,1.40,1.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.40,0.40,0.80,0.40,0.40,0.00,0.00,0.00,0.20,0.20,0.20,2.20,2.00,0.60,1.60,1.00,0.40,1.60,1.00,0.40,2.40,2.00,1.80,4.00,4.40,1.40,4.00,3.80,3.40,1.00,0.40,2.40,2.00
"63011B",2.40,2.60,0.00,0.00,0.40,1.00,0.20,1.20,0.80,0.40,0.20,0.40,0.00,0.20,0.80,0.80,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.60,1.00,1.00,0.20,0.40,0.60,0.00,0.00,0.00,0.20,0.40,0.40,1.60,2.40,1.20,1.80,2.00,0.60,2.20,1.80,1.00,2.40,1.20,0.40,4.20,3.20,1.40,4.60,4.20,2.00,1.40,0.20,2.60,2.20
"13002A",3.83,4.83,2.33,2.00,2.00,2.00,1.66,3.66,0.83,3.83,1.50,1.16,0.00,0.66,0.16,0.50,0.66,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.33,3.00,2.00,0.00,1.50,0.50,0.16,1.00,0.66,0.83,0.16,0.00,0.00,5.83,4.00,3.50,4.83,4.50,2.83,1.83,0.83,4.00,0.33
"13002B",4.00,5.00,3.50,2.33,2.50,2.16,2.66,4.16,1.33,5.00,2.16,1.50,0.00,0.50,0.00,0.16,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.33,0.33,3.16,1.83,0.00,1.50,0.50,0.16,1.16,0.66,0.83,0.16,0.16,0.00,5.00,3.66,4.00,4.00,3.83,2.66,0.50,0.50,4.00,0.17
"13005A",4.00,5.80,4.00,3.00,3.00,1.60,2.00,4.40,1.20,3.20,1.40,1.20,0.40,0.20,0.20,0.20,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.20,2.00,0.00,0.40,0.20,0.00,1.40,0.40,0.80,0.00,0.60,0.00,5.00,3.60,2.00,4.00,4.20,1.20,0.80,0.20,4.00,0.40
"13005B",4.20,5.80,4.80,2.20,3.60,1.40,2.00,4.20,1.00,3.60,1.20,0.80,0.20,0.40,0.40,0.60,0.60,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.20,0.40,0.40,0.40,0.20,0.20,0.20,0.20,0.20,0.20,2.80,2.00,0.20,0.60,0.20,0.20,1.60,0.40,1.00,0.40,0.40,0.20,4.00,3.20,1.80,3.60,3.80,1.20,1.00,0.20,3.80,0.60
"13005C",4.40,5.60,3.40,3.20,3.20,2.20,2.60,3.80,0.80,3.00,2.00,1.80,0.60,0.20,0.20,0.20,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.00,3.20,1.60,0.20,0.60,0.00,0.00,1.00,0.20,0.40,0.00,0.20,0.00,4.80,4.20,1.75,4.00,4.40,1.20,1.00,0.20,4.00,0.40
"13005E",5.00,6.00,2.60,3.00,4.60,1.00,3.00,3.80,1.00,2.20,1.20,1.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.20,1.80,0.00,0.80,0.20,0.00,1.00,0.40,1.00,0.60,0.00,0.00,4.40,4.00,1.75,3.40,4.00,1.20,0.80,0.20,4.00,0.40
"13008",4.40,5.60,3.60,3.80,3.20,2.20,3.40,4.20,1.80,4.60,1.60,1.00,0.40,0.20,0.00,0.20,0.40,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.40,0.20,1.40,0.80,0.40,1.00,0.80,0.80,0.20,0.20,0.00,4.60,3.40,1.60,4.00,4.00,2.40,0.20,0.60,3.80,0.60
"13011A",4.83,5.66,4.00,4.00,3.50,2.33,3.83,3.16,1.83,5.16,2.16,1.33,0.00,0.50,0.16,0.50,0.83,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.33,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.33,0.50,0.33,3.00,2.16,0.33,1.83,0.66,0.33,1.33,0.83,1.16,0.16,0.33,0.00,5.50,4.33,3.16,4.00,4.33,2.66,0.83,0.66,3.83,1.50
"13011B",5.00,5.83,4.00,4.16,4.16,2.50,4.16,4.16,2.66,5.50,2.16,1.66,0.16,0.83,0.33,0.66,0.66,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,0.00,0.00,0.00,0.50,0.50,0.50,3.00,2.00,0.33,2.00,0.66,0.16,1.16,0.66,0.66,0.16,0.33,0.00,5.33,3.66,3.50,3.66,4.33,2.83,0.66,0.50,3.33,1.17
"13011C",4.83,5.83,2.50,4.50,4.00,2.16,4.16,3.83,0.83,3.66,1.83,1.33,0.00,0.66,0.00,0.66,0.50,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,0.00,0.00,0.00,0.50,0.50,0.50,3.00,2.00,0.16,1.83,0.83,0.16,1.00,0.66,0.50,0.16,0.00,0.00,5.33,4.50,3.33,3.83,4.00,3.83,0.50,0.33,3.83,1.17
"13011D",4.50,5.50,3.50,4.66,1.83,1.00,3.33,4.16,0.66,3.16,1.50,1.33,0.16,0.16,0.16,0.16,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.33,0.33,3.00,1.66,0.00,1.83,0.50,0.16,1.16,0.50,0.83,0.16,0.00,0.00,4.66,3.83,3.00,3.16,3.66,1.83,0.16,0.33,3.83,1.00
"13014A",3.16,4.50,2.00,2.66,1.00,1.50,2.16,3.00,1.83,2.83,1.50,1.16,0.00,0.83,0.66,0.66,1.00,0.33,0.00,0.00,0.16,0.16,0.00,0.00,0.00,0.16,0.16,0.33,0.16,0.33,0.50,0.33,0.66,0.50,0.33,0.50,0.50,3.16,2.00,0.33,1.83,0.83,0.33,1.50,0.83,0.83,0.33,1.16,0.16,3.83,3.16,3.33,3.66,3.83,1.50,0.66,0.66,3.50,1.50
"13014B",4.00,5.33,4.00,2.33,0.66,1.83,0.50,2.83,2.00,5.00,2.00,1.16,0.66,0.50,0.16,0.50,0.66,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.50,0.66,3.16,1.83,0.00,1.50,0.50,0.16,1.16,0.66,1.00,0.33,0.00,0.00,4.50,3.50,3.83,3.50,3.83,1.83,0.66,0.50,3.17,0.50
"13017A",4.33,4.66,3.16,2.00,1.33,2.00,2.66,4.33,2.83,4.83,2.00,1.16,0.16,1.33,1.50,1.00,1.50,0.66,0.50,0.50,0.50,0.50,0.16,0.16,0.16,0.83,1.00,0.83,1.33,1.33,1.00,1.33,1.33,1.00,0.83,1.00,1.16,2.66,2.00,1.00,2.00,1.16,0.83,1.83,1.16,0.83,0.83,1.83,0.50,5.33,4.00,3.50,4.50,4.00,2.33,1.00,1.33,2.83,2.00
"13017B",3.50,5.00,3.00,2.16,1.66,2.00,1.16,3.00,3.00,3.83,2.20,1.16,0.00,0.83,0.83,1.00,1.16,0.33,0.16,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.00,0.00,0.83,1.00,1.00,0.50,0.33,0.33,0.50,0.83,1.00,2.83,1.83,0.16,1.50,0.66,0.66,1.66,0.66,0.66,0.66,1.50,0.66,4.60,3.33,3.33,3.83,4.00,2.33,0.66,0.66,3.50,1.00
"13017C",4.16,5.16,3.33,2.00,1.66,2.16,1.83,3.33,1.33,4.66,1.83,1.33,0.00,0.66,0.00,0.66,0.66,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.33,0.16,0.00,0.16,0.00,0.33,0.33,0.33,3.16,2.00,0.00,1.83,0.83,0.16,1.66,0.66,0.83,0.16,0.16,0.00,4.33,3.66,3.83,4.00,4.00,2.00,0.66,1.16,4.00,0.33
"15002",3.00,5.00,3.80,1.00,3.40,0.80,4.00,3.80,0.20,4.40,1.40,1.60,0.00,0.40,0.20,0.20,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.80,0.00,1.20,0.40,0.20,1.60,0.60,0.60,2.80,0.00,0.00,4.20,2.60,1.40,4.20,4.00,1.20,1.00,0.00,4.00,0.20
"15005A",4.83,5.60,3.16,3.33,2.33,2.83,3.16,4.16,2.66,3.83,2.00,1.50,0.66,0.50,0.33,0.66,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.16,0.00,0.00,0.00,0.33,0.50,0.50,3.00,2.00,0.16,2.00,0.50,0.33,1.16,0.83,0.66,0.33,0.00,0.00,4.50,3.66,3.33,3.83,4.16,2.50,0.50,0.33,2.83,1.50
"15005B",4.33,5.83,3.80,3.33,1.83,2.50,2.83,4.00,3.33,4.16,2.16,1.83,0.50,0.83,0.33,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.50,2.83,2.00,0.00,1.83,0.50,0.16,1.33,0.50,0.83,0.16,0.00,0.00,4.60,4.00,2.83,3.50,3.83,1.66,0.50,0.33,3.83,0.83
"15008A",4.20,5.40,3.60,2.20,2.00,1.20,3.20,3.80,4.20,4.80,1.40,1.40,0.00,0.80,0.00,0.00,0.60,0.00,0.00,0.00,0.20,0.00,1.20,1.60,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.20,2.00,0.00,1.00,0.20,0.20,1.00,0.40,0.40,1.40,0.80,0.00,4.80,3.20,1.60,4.00,4.20,2.60,0.00,0.00,4.00,0.20
"15008B",4.20,5.00,3.80,1.40,1.40,1.20,3.80,4.20,3.20,4.80,1.80,1.00,0.20,0.60,0.20,0.20,0.40,0.00,0.00,0.00,0.20,0.20,0.60,0.60,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.80,0.00,1.40,0.20,0.20,1.00,0.20,0.40,0.60,0.40,0.00,4.60,2.60,1.50,3.40,3.80,3.40,0.20,0.20,4.00,0.00
"15011A",4.20,5.20,3.20,3.60,3.40,2.00,4.00,4.00,1.20,4.40,2.00,1.60,0.80,0.40,0.20,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.80,1.40,0.20,1.80,0.60,0.00,1.00,0.40,0.60,0.60,0.80,0.00,4.00,3.00,1.60,3.60,3.40,1.80,1.00,0.40,3.20,1.80
"15011B",4.40,5.40,4.00,3.40,3.60,2.40,4.40,3.80,2.60,4.40,2.00,2.00,0.80,0.60,0.40,0.40,0.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.00,0.20,0.20,0.20,2.60,1.40,0.40,2.00,1.20,0.20,1.20,1.20,0.40,0.20,0.40,0.00,4.20,3.40,1.80,3.20,3.60,1.80,0.20,0.20,3.20,1.80
"15011C",4.60,5.40,4.25,2.80,2.20,2.20,2.60,4.60,2.00,5.00,1.60,1.20,0.40,0.20,0.00,0.20,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.60,0.40,1.40,0.60,0.20,1.00,0.80,0.60,0.00,0.00,0.00,3.60,3.60,2.00,4.00,4.00,1.40,0.60,0.40,3.60,0.80
"15014",4.50,5.50,3.83,2.50,2.50,2.16,2.33,3.00,3.66,4.83,2.16,1.50,0.33,1.66,0.66,0.66,1.00,0.33,0.00,0.00,0.00,0.00,0.16,0.16,0.16,0.50,0.50,0.66,1.00,1.00,1.33,1.00,1.16,1.66,0.83,1.00,1.00,2.83,2.00,0.66,2.00,0.83,0.50,1.83,0.83,1.00,0.50,1.33,0.16,4.66,3.66,3.33,3.83,4.00,3.50,0.83,1.33,3.17,1.17
"15017A",3.00,4.00,2.40,2.80,3.40,0.60,3.80,4.20,0.60,5.20,1.20,1.00,0.00,1.40,1.40,0.80,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.80,0.20,0.00,0.40,0.20,0.60,1.00,1.20,2.80,2.00,0.20,1.80,0.80,0.20,1.20,0.60,0.40,0.00,0.60,0.00,4.00,2.40,1.20,3.60,4.00,1.80,0.40,0.00,2.60,2.40
"15017B",3.40,3.60,3.40,1.80,1.40,1.40,1.60,3.60,2.80,4.20,1.60,1.00,0.60,2.20,1.80,1.00,1.00,0.20,0.60,0.00,0.00,0.00,0.00,0.00,0.00,2.40,1.60,2.40,1.00,0.80,0.80,0.80,1.20,1.40,0.60,1.00,1.00,2.60,2.20,1.40,1.80,1.00,1.00,1.60,1.00,0.20,0.20,2.00,0.00,5.20,3.20,1.20,4.40,4.60,1.80,0.60,0.20,2.20,2.40
"15021A",3.60,4.60,4.00,1.80,1.40,1.40,0.60,3.60,4.20,3.60,0.80,0.40,0.20,1.60,1.60,1.80,2.00,1.80,0.80,0.20,0.20,0.20,0.00,0.00,0.00,0.40,0.60,0.60,1.40,2.00,1.80,1.20,2.00,1.80,0.80,1.00,1.20,2.20,2.20,1.20,1.60,1.40,1.00,1.80,1.00,1.00,1.00,2.60,1.80,5.60,3.20,1.40,4.40,4.60,1.40,1.00,0.20,2.20,2.60
"15021C",2.60,5.40,4.20,0.80,0.40,1.00,0.40,3.80,4.60,4.60,0.60,0.40,0.00,2.20,1.60,1.40,2.20,1.00,1.40,0.20,0.40,0.40,0.00,0.00,0.00,1.40,1.40,1.40,2.00,2.20,2.40,2.00,2.40,2.40,0.60,0.80,0.80,2.00,2.40,1.40,1.40,0.80,1.00,1.80,1.00,0.60,0.40,3.20,1.60,5.00,3.20,1.80,3.80,4.20,1.40,0.80,0.60,1.80,3.20
"15023A",3.80,5.40,3.20,2.40,1.40,1.60,2.40,3.60,4.20,5.20,1.80,1.40,0.20,0.80,0.40,0.40,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.20,2.80,2.20,0.20,1.20,0.40,0.20,1.00,0.40,0.00,0.40,0.80,0.00,5.40,3.60,1.20,3.40,4.40,3.40,0.20,0.20,3.00,1.60
"15023B",4.20,5.60,4.60,3.40,2.20,2.40,2.40,3.60,2.20,5.00,2.00,1.80,0.40,0.80,0.20,0.80,0.60,0.40,0.00,0.00,0.20,0.00,0.00,0.20,0.00,0.00,0.20,0.00,0.40,0.80,0.60,0.40,1.00,0.80,0.20,0.80,0.60,3.00,1.80,0.40,1.60,0.80,0.40,2.20,0.80,1.20,0.00,0.60,0.00,4.20,4.20,2.40,3.20,4.00,3.20,1.20,0.60,4.00,0.80
"15023C",4.40,5.40,4.20,3.00,2.80,1.80,2.60,4.00,3.60,5.40,1.80,1.40,0.40,0.80,0.20,0.20,0.60,0.40,0.20,0.60,0.20,0.20,0.20,0.40,0.40,0.40,0.40,0.40,1.40,1.00,1.20,0.40,0.40,0.60,0.20,0.20,0.40,3.00,2.20,1.00,2.00,0.80,0.20,0.80,0.40,0.40,0.00,1.20,0.40,4.60,3.80,2.20,4.00,4.40,2.80,1.20,0.60,3.40,1.40
"15023D",4.60,5.60,4.20,3.40,2.20,2.00,3.20,4.00,3.80,4.80,2.40,1.40,0.80,1.40,0.60,0.40,0.80,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.80,1.00,0.80,0.80,1.00,0.20,0.20,0.20,0.20,0.20,0.40,2.20,2.20,1.00,1.60,0.80,0.20,1.40,1.20,0.60,0.40,1.00,0.20,4.40,4.00,2.20,3.40,3.60,2.20,0.80,0.80,3.60,1.40
"15026A",3.66,6.00,3.66,2.16,4.33,1.66,4.33,2.66,3.66,4.16,2.33,2.00,0.50,1.16,1.66,0.83,1.00,0.50,0.16,0.00,0.16,0.16,0.00,0.16,0.16,0.83,0.66,1.00,1.00,0.66,1.00,1.00,0.83,1.00,0.83,1.33,1.66,2.16,2.33,0.33,2.16,1.33,0.50,1.66,1.33,1.33,0.83,1.00,0.00,3.50,3.00,2.50,3.00,3.66,2.33,1.00,0.66,3.00,2.00
"15026B",4.50,5.33,3.66,1.83,3.16,2.00,3.66,3.66,4.33,4.83,1.66,1.50,0.16,1.16,1.16,0.66,1.16,0.16,0.00,0.16,0.33,0.16,0.33,0.50,0.50,0.00,0.16,0.00,0.16,0.33,0.33,0.33,0.50,0.66,1.00,1.33,2.00,2.16,2.83,0.16,2.16,1.16,0.33,1.50,1.00,1.00,1.00,0.83,0.00,3.50,3.33,2.33,3.16,3.66,2.16,0.66,0.66,3.50,1.00
"15031",3.60,4.60,2.60,2.80,3.00,0.80,3.00,3.40,2.20,3.40,1.20,1.60,0.20,0.20,1.80,1.20,1.60,1.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.80,0.80,0.20,0.40,0.40,0.80,1.60,1.40,2.00,2.40,1.00,1.60,2.20,0.40,2.00,1.00,0.80,0.20,1.00,0.60,2.40,1.80,1.20,1.60,2.60,1.80,1.20,0.40,2.60,2.20
"15032",3.60,4.40,4.00,2.00,3.60,1.20,3.60,3.00,2.40,4.00,0.80,1.40,0.60,0.60,2.00,1.80,1.60,0.60,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.60,0.60,0.00,0.20,0.00,1.20,1.80,2.20,1.80,2.40,0.60,1.20,1.20,0.20,2.00,1.20,0.40,0.20,1.40,0.60,2.80,2.40,1.80,2.60,3.00,1.60,0.80,0.60,1.80,3.00
"19005A",4.66,5.50,3.83,3.00,3.00,2.50,3.66,3.33,1.50,4.83,2.33,1.50,0.16,0.66,0.16,0.50,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.00,0.00,0.50,0.50,0.50,3.00,2.16,0.00,2.00,0.50,0.16,0.83,0.66,0.83,0.50,0.16,0.00,4.66,4.33,3.33,4.00,4.00,2.33,0.66,0.50,3.50,1.17
"19005B",5.00,5.83,3.00,3.50,2.33,2.66,3.16,4.66,2.16,4.83,2.33,1.50,0.33,0.66,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.33,0.33,3.16,1.66,0.00,1.66,0.50,0.16,1.00,0.33,0.50,0.16,0.50,0.00,6.00,4.16,3.66,4.00,4.16,2.50,0.66,0.50,3.83,0.83
"19999A",4.20,6.00,4.40,2.60,3.20,1.20,3.60,3.80,3.20,3.20,1.20,1.20,0.40,0.80,1.20,1.00,0.80,0.20,0.00,0.00,0.20,0.00,0.40,0.20,0.20,0.20,0.20,0.40,0.40,0.40,0.40,0.60,0.40,0.40,0.20,0.40,0.40,2.80,2.20,0.60,1.20,0.60,0.20,2.00,0.80,1.20,0.80,0.60,0.20,4.40,3.40,2.00,3.00,3.20,1.20,1.00,0.40,2.60,2.00
"19999B",4.20,6.40,4.00,2.80,3.00,2.00,3.80,4.40,1.60,3.20,1.00,0.80,0.40,0.20,0.20,0.20,0.40,0.20,0.00,0.00,0.00,0.00,0.40,0.40,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,3.20,2.00,0.20,0.80,0.20,0.00,1.60,0.20,1.00,0.40,0.20,0.20,4.20,4.00,1.80,3.60,3.80,1.00,0.80,0.20,3.60,1.20
"19999C",4.80,5.80,3.40,2.40,2.80,1.60,3.20,4.00,0.80,3.20,1.40,0.60,0.20,0.20,0.20,0.20,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.20,0.80,0.20,0.00,1.00,0.20,0.60,0.00,0.00,0.00,4.40,4.00,1.75,3.40,3.80,1.20,0.80,0.20,3.80,1.00
"19999D",4.20,5.80,4.60,3.00,4.00,1.20,3.80,4.00,2.80,4.40,1.60,1.60,0.40,0.60,0.60,0.40,0.80,0.20,0.00,0.00,0.00,0.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,3.00,2.20,0.20,1.20,0.20,0.00,2.00,0.60,1.00,1.20,0.80,0.00,4.00,3.60,2.40,3.40,3.20,1.40,1.20,0.40,4.00,0.40
"19999E",4.00,5.60,4.25,2.00,3.20,1.20,3.80,3.25,1.00,3.40,1.20,1.40,0.40,0.80,0.20,0.80,0.80,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.00,2.60,2.40,0.20,1.60,0.00,0.00,2.00,0.40,1.00,0.60,0.20,0.00,4.20,3.20,2.20,3.60,3.60,2.20,1.00,0.40,4.00,0.20
"19999F",3.40,5.60,4.60,2.40,4.20,1.00,3.20,3.80,5.40,3.80,2.20,2.20,2.00,1.00,0.80,1.00,1.00,0.80,0.00,0.20,0.20,0.20,0.40,0.40,0.40,0.60,0.40,0.60,1.00,0.60,0.80,0.80,0.80,0.80,1.00,1.00,1.20,2.20,2.40,0.80,2.00,1.00,0.80,1.80,0.80,1.00,2.60,2.00,1.20,5.20,3.60,2.25,3.80,4.20,4.40,2.00,0.60,2.80,2.00
"21102",3.00,2.60,0.00,0.60,1.00,0.60,1.40,0.40,0.00,0.00,1.40,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.80,0.80,0.00,0.60,0.40,0.20,0.80,0.40,0.80,0.00,0.00,0.00,4.40,2.40,1.20,3.60,4.00,1.80,1.00,0.20,4.00,0.00
"21105",3.20,3.60,0.60,2.60,2.40,1.60,2.60,1.40,0.20,1.40,1.80,1.60,0.20,0.20,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,3.60,1.20,0.00,0.80,0.20,0.20,2.20,0.40,1.20,0.00,0.00,0.00,4.40,3.60,3.00,3.40,3.40,1.60,1.80,0.80,4.00,0.20
"21108",3.00,4.83,3.00,1.50,3.83,1.16,3.83,1.50,0.33,3.33,1.66,1.50,0.33,0.33,0.16,0.33,0.33,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.33,0.33,3.16,1.33,0.00,1.33,0.50,0.16,1.00,0.50,0.83,0.33,0.16,0.00,4.00,3.00,3.33,4.00,4.00,1.50,1.16,0.66,4.00,0.33
"21111",1.80,3.60,0.20,1.00,4.20,0.60,2.60,0.20,0.00,0.40,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.80,0.60,0.00,0.60,0.40,0.20,1.60,0.80,1.80,0.00,0.00,0.00,4.40,2.20,1.80,4.80,4.40,1.00,1.60,0.00,3.20,0.00
"21114A",1.75,3.75,2.00,2.00,3.50,1.00,2.25,2.00,0.00,1.75,1.00,0.75,0.00,0.50,0.25,0.75,0.75,0.25,0.00,0.00,0.00,0.00,0.50,0.50,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.75,0.75,3.50,1.75,0.00,1.00,0.25,0.00,2.75,1.00,1.75,0.00,0.00,0.00,4.50,3.25,3.00,4.50,4.00,1.75,1.75,0.50,4.00,0.00
"21114B",1.75,3.50,2.75,1.75,3.50,1.00,3.50,3.00,0.25,3.00,2.25,2.00,0.25,0.50,0.50,0.75,0.50,0.25,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.00,0.00,0.00,0.25,0.25,0.25,0.00,0.00,0.00,0.25,0.50,0.50,3.00,1.75,0.25,1.00,0.25,0.25,2.25,0.75,1.25,0.00,0.25,0.00,5.00,3.00,2.25,4.50,4.00,1.25,1.50,0.25,3.75,0.50
"21114C",2.25,3.25,0.50,1.75,3.50,1.00,1.25,1.50,0.25,1.25,1.25,1.25,0.00,0.50,0.50,0.75,0.75,0.25,0.00,0.00,0.00,0.00,0.50,0.25,0.50,0.00,0.00,0.00,0.25,0.25,0.25,0.00,0.00,0.00,0.25,0.50,0.50,3.00,1.50,0.25,1.00,0.25,0.00,2.00,1.00,1.25,0.25,0.25,0.00,3.50,2.00,2.25,3.25,3.00,1.00,1.25,0.50,4.00,0.00
