"24511B",2.60,3.00,2.40,3.20,1.00,0.20,1.00,0.00,1.00,0.20,1.40,0.80,2.60,2.60,1.00,0.20,2.40,2.60,3.00,2.80,2.00,1.60,1.40,1.00,2.80,3.20,3.20,3.20,4.00,3.60,1.40,1.60,1.00,0.00,1.40,1.00,1.20,0.20,2.20,1.60,1.00,0.00,1.00,0.00,1.40,1.00,2.60,2.40,1.00,0.20,1.00,0.00,1.00,0.20,1.00,0.00,1.00,0.20,1.00,0.20,1.20,0.80,1.60,1.00,1.60,1.00
"24511E",2.20,2.20,2.20,1.80,1.00,0.00,1.00,0.00,1.00,0.20,2.80,3.00,2.00,1.00,1.00,0.00,2.00,2.00,3.20,2.60,1.00,0.20,1.00,0.20,3.80,4.00,3.20,3.00,3.60,3.20,2.20,2.40,1.00,0.00,1.80,1.40,1.20,0.40,1.60,0.80,1.00,0.00,1.00,0.00,1.40,0.80,2.00,1.80,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.40,1.00,0.20,1.20,0.60,1.20,0.40,1.00,0.00
"24599A",2.20,2.20,2.20,2.00,1.00,0.40,1.20,0.40,1.40,0.80,1.40,0.80,1.00,0.40,1.40,0.00,3.00,3.20,2.80,2.60,2.80,3.20,1.00,0.60,2.20,2.20,4.00,4.20,4.80,5.20,1.40,1.20,1.00,0.20,1.20,0.40,1.20,0.40,3.40,3.40,1.00,0.20,1.20,0.40,1.40,1.00,3.60,3.40,1.00,0.20,1.00,0.20,1.20,0.60,1.00,0.40,2.40,2.20,1.20,0.60,2.40,1.60,3.60,3.40,3.00,3.20
"24599B",1.60,1.00,2.20,1.80,1.00,0.00,1.20,0.40,1.60,0.60,1.20,0.80,1.40,0.60,1.00,0.00,3.20,3.00,2.60,1.80,2.20,2.00,1.20,1.00,1.80,1.80,3.00,3.20,2.40,2.20,4.00,4.60,2.60,2.60,2.00,1.80,1.80,1.00,1.60,1.60,2.40,2.60,1.20,0.60,1.60,1.20,3.80,3.40,1.00,0.20,1.00,0.40,1.40,0.60,1.20,0.40,4.00,4.00,3.60,3.40,1.80,1.20,2.40,1.60,1.40,1.00
"24599C",1.00,0.00,3.00,2.40,1.00,0.00,1.00,0.00,1.40,0.40,1.20,0.40,2.80,2.60,1.00,0.00,1.40,0.60,1.20,0.80,1.40,1.00,1.00,0.60,1.80,1.20,2.40,2.40,3.40,2.60,1.60,1.40,1.00,0.80,1.40,0.40,1.40,0.60,1.80,2.20,1.00,0.60,1.20,0.40,1.00,0.40,2.00,2.00,1.40,0.60,1.00,0.00,1.80,1.60,1.20,0.40,1.00,0.40,1.20,0.60,1.00,0.40,1.80,1.00,1.80,1.00
"25102",2.16,2.33,2.50,3.16,1.33,0.83,1.66,1.00,3.16,3.00,1.16,0.83,1.33,0.66,1.00,0.00,5.00,6.66,1.50,1.00,2.33,2.33,1.00,0.00,1.66,1.66,3.66,4.33,1.00,0.16,1.00,0.16,1.00,0.00,1.83,1.50,1.33,0.83,1.16,0.66,1.16,0.50,1.33,0.66,3.83,4.66,4.00,4.33,1.16,0.50,1.50,0.83,1.16,0.66,1.00,0.33,1.83,1.50,1.66,1.16,2.83,2.66,2.83,3.00,1.16,0.50
"25103A",3.60,3.80,2.40,2.40,1.80,1.00,1.20,0.40,1.80,1.60,1.60,1.40,1.20,0.60,1.00,0.00,5.00,5.60,1.40,1.20,1.60,1.80,1.00,0.00,1.20,0.80,3.20,4.00,1.00,0.00,1.00,0.00,1.00,0.00,1.40,1.00,1.00,0.40,1.00,0.00,1.00,0.00,1.00,0.00,2.60,3.20,3.20,3.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.20,0.40,1.20,0.40,1.60,1.00,1.20,0.80,1.00,0.00
"25103B",2.80,3.20,2.00,2.00,1.20,1.00,1.60,2.80,2.00,2.40,1.20,1.00,2.20,2.20,1.00,0.00,4.20,5.20,2.00,2.40,2.60,3.80,1.00,0.00,1.00,0.40,3.40,4.40,2.00,2.60,1.00,0.00,1.00,0.00,1.60,1.40,2.00,2.40,4.60,6.40,1.00,0.00,1.00,0.00,2.20,2.40,3.40,3.80,1.00,0.20,1.40,0.40,1.00,0.20,1.00,0.00,1.00,0.00,1.00,0.20,1.00,0.80,1.60,1.60,1.80,2.00
"25104",1.80,2.00,2.00,2.20,2.00,2.00,1.60,1.80,2.40,2.80,1.60,1.60,1.60,1.60,1.00,0.40,4.20,5.20,2.80,2.80,2.60,3.00,1.60,0.00,2.60,1.60,2.80,3.20,1.80,0.40,1.00,0.00,1.00,1.40,1.20,1.20,1.20,1.00,1.00,0.80,1.20,0.80,1.20,0.80,3.00,3.60,2.80,2.60,1.20,0.40,1.20,0.60,1.40,0.40,1.20,0.40,2.40,1.20,1.80,0.40,2.80,2.40,1.80,1.20,1.20,0.40
"25105",2.83,2.83,3.66,3.66,1.50,1.16,1.33,1.00,2.33,2.33,2.50,2.66,1.16,0.33,1.00,0.00,5.00,6.50,1.50,1.00,2.50,2.66,1.00,0.00,1.50,1.33,4.33,4.66,1.00,0.50,1.00,0.16,1.00,0.16,2.33,1.83,1.33,1.00,1.00,0.33,1.00,0.16,1.33,0.83,3.83,4.16,3.83,4.00,1.00,0.00,1.00,0.16,1.16,0.66,1.16,0.33,2.00,1.83,1.33,1.33,2.16,1.66,3.00,3.16,1.16,0.50
"25111",1.20,0.80,1.60,1.60,1.00,0.80,1.00,0.80,1.00,0.20,1.00,0.20,3.40,3.00,1.00,0.00,4.00,4.20,2.40,2.60,3.40,3.60,1.60,1.00,1.80,2.20,3.80,4.20,2.20,1.00,1.20,0.40,1.00,1.00,1.00,1.00,1.00,0.80,1.00,0.80,1.00,0.80,1.00,1.00,1.40,2.00,2.00,2.00,1.40,1.00,1.40,1.20,1.00,0.60,1.00,0.40,1.40,1.60,1.20,0.80,1.40,1.20,1.60,1.40,1.00,0.20
"25199A",2.40,2.40,1.80,1.80,1.60,1.20,2.60,2.80,2.40,2.80,1.00,0.40,1.00,1.40,1.00,1.00,4.00,5.20,1.40,1.80,2.00,1.60,1.60,0.00,1.80,1.40,3.20,3.80,2.20,0.80,1.00,0.20,1.00,1.20,1.80,2.20,1.20,1.20,1.60,1.60,1.00,0.40,1.00,0.40,3.20,3.40,2.80,2.60,1.00,0.40,1.20,0.40,1.00,0.60,1.80,0.80,3.00,1.40,1.20,0.40,4.00,4.20,2.20,2.60,1.20,0.60
"25302",4.33,4.50,2.33,3.16,3.50,4.00,1.50,1.83,1.00,0.00,2.83,3.00,2.83,3.83,1.50,0.83,4.33,4.16,2.66,2.50,1.83,1.66,1.00,0.16,1.00,0.00,4.83,6.16,1.00,0.16,1.00,0.00,1.50,0.83,1.66,0.83,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.50,0.83,3.16,3.16,1.00,0.00,1.00,0.00,1.00,0.00,1.16,0.50,1.00,0.16,1.66,1.33,1.66,1.16,2.50,2.50,2.00,1.66
"25312",2.66,3.00,2.66,2.66,2.66,2.83,1.16,0.33,1.16,0.33,1.16,0.50,1.00,0.00,1.00,0.00,3.66,3.83,1.16,0.50,1.16,0.66,1.00,0.00,1.16,0.50,5.00,6.00,1.00,0.00,1.00,0.00,1.00,0.00,1.33,1.00,1.33,1.00,1.33,0.83,1.00,0.00,1.00,0.00,1.50,1.50,3.50,4.16,1.00,0.00,1.00,0.00,1.16,0.66,1.50,1.33,1.33,1.00,1.33,1.16,1.33,0.66,1.83,1.50,1.00,0.33
"25313",2.33,2.33,2.50,2.83,4.16,4.83,1.00,0.00,1.00,0.16,1.83,1.83,1.00,0.00,1.00,0.00,2.50,2.50,1.16,0.50,1.00,0.00,1.00,0.00,1.16,0.66,5.00,5.33,1.16,0.33,1.00,0.00,1.00,0.00,1.33,1.00,2.00,2.66,1.50,1.33,1.33,1.00,1.16,0.33,1.16,1.16,2.50,3.16,1.00,0.00,1.00,0.00,1.83,1.66,1.83,1.83,2.00,2.16,2.16,2.66,1.33,0.83,1.83,1.66,1.16,0.66
"25315",2.66,2.16,2.50,2.16,5.00,6.00,2.00,2.00,2.33,2.33,1.00,0.66,1.00,0.33,1.00,0.00,3.50,3.33,1.00,0.16,1.33,1.00,1.00,0.00,1.00,0.33,4.66,4.66,1.00,0.16,1.00,0.00,1.00,0.16,1.83,1.33,1.16,1.00,1.66,1.50,1.00,0.16,1.16,0.33,1.66,1.00,3.33,3.16,1.16,0.83,1.50,0.83,1.16,1.00,1.16,0.66,1.16,0.50,2.83,3.00,2.50,1.50,2.50,1.83,1.00,0.16
"25319A",2.83,3.00,1.33,0.83,2.16,2.83,1.00,0.00,1.16,0.33,1.83,1.66,1.66,0.83,1.33,0.33,3.00,3.50,2.66,3.33,1.50,0.66,1.00,0.33,1.50,0.50,5.00,6.66,2.66,2.83,1.16,0.33,2.50,1.66,1.66,0.66,1.66,0.50,1.00,0.00,1.00,0.00,1.50,0.66,2.50,2.50,2.66,2.66,1.00,0.00,1.00,0.00,1.00,0.00,1.16,0.33,1.16,0.33,1.00,0.33,1.16,0.33,2.16,1.66,1.00,0.33
"25319B",2.16,1.33,1.33,1.00,1.50,1.50,1.16,0.33,1.16,0.33,1.00,0.33,3.33,3.66,1.00,0.00,2.83,3.16,3.50,4.33,3.33,3.50,1.50,1.83,2.00,2.00,4.83,5.00,4.50,4.50,1.00,0.16,1.00,0.00,1.33,0.50,1.00,0.33,1.00,0.00,1.00,0.00,1.00,0.00,1.83,1.66,3.33,3.16,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.66,1.16,1.16,0.16,1.33,0.66,2.50,1.66,2.66,2.33
"25323",2.00,2.16,2.50,2.66,1.50,1.33,1.00,0.00,1.00,0.00,1.00,0.16,1.50,1.00,1.00,0.00,4.00,4.33,2.66,3.16,1.16,0.33,1.00,0.00,1.16,0.50,5.00,5.66,2.16,2.16,1.33,1.00,1.00,0.00,1.00,0.83,1.00,0.16,1.00,0.16,1.00,0.00,1.00,0.00,1.33,1.33,3.16,3.83,1.00,0.16,1.00,0.00,1.00,0.00,1.00,0.16,1.00,0.16,1.33,1.00,1.50,1.00,2.00,2.00,1.16,0.66
"27102A",2.60,2.80,2.00,1.80,4.40,5.60,2.20,1.60,1.40,1.60,2.40,2.80,2.60,3.00,1.60,1.40,2.60,3.40,1.40,0.80,1.60,1.40,1.80,0.40,1.80,0.60,4.80,5.20,1.80,0.60,1.00,0.40,1.00,1.00,1.40,1.40,1.60,1.20,2.00,1.80,1.20,0.80,1.80,1.00,3.40,4.60,3.40,3.20,1.40,0.40,1.60,0.40,1.60,1.20,1.00,1.00,1.40,0.80,2.40,2.20,2.20,0.80,1.80,1.80,1.00,0.20
"27102B",2.00,2.00,2.40,2.20,2.60,2.60,4.60,5.00,2.40,2.60,1.40,1.40,1.80,2.20,1.20,1.60,2.80,3.40,1.20,1.20,1.40,0.40,1.60,0.20,1.60,0.80,5.00,4.00,1.60,0.20,1.20,0.00,1.20,1.00,2.40,3.20,1.40,1.20,2.60,1.80,1.20,0.60,1.20,0.40,2.40,2.00,3.00,2.40,1.40,0.20,1.60,0.20,1.40,0.80,1.20,1.00,1.40,0.40,2.00,0.80,2.00,0.80,1.80,1.40,1.40,0.60
"27105",3.33,4.33,2.16,2.83,3.33,4.33,1.83,2.33,1.16,0.83,1.33,1.16,1.33,1.00,1.33,0.66,2.83,3.33,2.50,3.50,2.83,3.83,3.33,4.00,1.50,1.83,4.00,4.83,2.00,2.16,2.00,2.16,2.33,2.66,1.66,2.00,4.00,3.83,2.83,2.83,1.00,0.00,1.00,0.16,2.66,2.83,3.50,4.33,1.16,0.33,1.16,0.83,2.00,2.50,1.50,1.83,2.00,2.33,3.50,3.50,1.66,1.50,2.33,3.16,2.66,3.50
"27108A",2.40,2.40,2.00,2.00,1.00,0.20,1.00,0.20,1.80,1.20,1.20,0.40,1.40,0.40,1.00,0.00,2.60,2.60,1.00,0.40,1.00,0.00,1.00,0.00,1.00,0.00,3.60,4.20,1.00,0.00,1.20,0.40,3.00,3.60,5.00,6.20,2.80,3.40,1.00,0.00,1.20,0.60,2.60,4.00,2.40,3.60,3.40,4.00,1.00,0.20,1.00,0.00,1.20,0.40,1.20,1.00,1.00,0.20,1.20,0.80,1.20,0.80,2.00,1.40,1.00,0.00
"27108C",2.40,2.60,1.60,1.60,1.00,0.80,1.00,0.00,1.00,0.00,1.00,0.20,1.00,0.20,1.00,0.00,2.60,2.60,1.60,1.60,1.60,1.60,1.40,1.20,1.40,1.00,3.60,4.40,1.00,0.60,1.80,1.60,3.20,3.40,5.00,6.40,1.80,2.40,1.00,0.00,1.40,1.20,1.60,1.20,1.40,1.20,3.80,4.00,1.00,0.20,1.00,0.00,1.20,0.40,1.00,0.40,1.00,0.20,1.20,0.60,1.20,0.60,2.00,1.80,1.00,0.00
"27108D",3.20,3.60,1.80,2.00,1.00,0.60,1.60,1.40,2.20,2.40,1.00,0.80,1.00,0.00,1.00,0.00,3.00,2.80,1.00,0.20,1.00,0.00,1.00,0.00,1.00,0.00,3.60,4.40,1.00,0.00,1.00,0.20,1.60,1.80,5.00,5.80,2.80,3.00,1.00,0.20,1.20,0.60,3.80,4.40,4.80,6.20,4.20,4.20,1.00,0.00,1.00,0.00,1.00,0.20,1.00,0.40,1.00,0.20,1.60,1.20,1.20,0.60,1.40,0.80,1.00,0.00
"27108E",2.40,3.00,1.60,1.80,1.20,0.80,1.00,0.00,1.00,0.00,1.20,0.40,1.00,0.00,1.00,0.00,2.60,2.60,1.00,0.20,1.00,0.00,1.00,0.20,1.00,0.20,3.40,4.60,1.00,0.00,1.00,0.00,1.20,1.00,5.00,6.00,3.20,3.80,1.00,0.40,1.00,0.00,1.40,0.80,1.80,2.00,3.60,4.40,1.00,0.20,1.00,0.00,1.40,0.60,1.20,1.00,1.00,0.00,1.00,0.40,1.20,0.60,1.80,1.40,1.00,0.00
"27108G",3.20,4.00,2.00,2.20,1.20,1.00,1.00,0.00,3.20,4.00,2.40,2.40,1.00,0.00,1.00,0.00,2.00,1.80,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.20,2.40,2.40,1.00,0.00,2.00,2.00,2.40,2.80,5.00,7.00,2.40,3.00,1.00,0.00,2.00,2.00,5.00,6.80,3.00,3.60,4.20,4.20,1.00,0.20,1.00,0.00,1.20,0.40,1.20,0.40,1.00,0.20,1.60,1.60,1.20,0.60,1.80,1.20,1.00,0.00
"27108H",2.16,2.00,1.83,1.50,1.66,0.83,1.00,0.00,2.33,1.83,1.83,0.83,1.00,0.00,1.00,0.00,1.66,1.50,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,3.50,3.33,1.00,0.33,1.00,0.00,1.00,0.00,5.00,6.00,2.50,2.33,1.00,0.16,1.00,0.00,5.00,6.16,2.50,2.66,2.66,2.16,1.00,0.00,1.00,0.00,1.00,0.00,1.66,2.00,1.16,0.33,1.50,1.66,1.83,1.00,2.83,1.66,1.00,0.00
"27108J",3.83,3.83,1.33,1.50,2.00,1.50,1.83,2.66,1.66,1.00,4.83,6.00,1.16,0.66,1.00,0.00,2.33,2.83,1.00,0.00,1.00,0.16,1.00,0.00,1.00,0.00,4.00,4.33,1.00,0.33,1.00,0.00,1.00,0.00,5.00,5.50,2.16,1.83,1.50,0.66,1.00,0.00,2.50,2.66,4.33,5.50,3.00,2.83,1.16,0.33,1.00,0.00,1.66,0.50,2.00,1.50,1.50,0.50,2.33,1.83,1.16,0.83,2.50,2.00,1.00,0.33
"27199A",2.33,2.16,2.33,2.00,2.00,1.66,1.16,0.66,1.50,1.00,1.50,0.66,1.00,0.00,1.00,0.00,2.16,1.83,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.16,2.83,3.00,1.00,0.00,1.00,0.00,1.00,0.00,2.00,2.16,2.66,3.16,2.33,2.16,1.00,0.00,1.00,0.00,2.00,1.83,3.16,3.50,1.50,1.00,1.00,0.16,2.66,3.33,2.83,3.83,1.00,0.00,4.83,4.83,1.83,1.16,2.83,3.16,1.00,0.00
"27199B",3.33,3.50,1.83,1.83,1.50,1.16,1.16,0.50,1.16,0.83,1.83,1.16,1.00,0.00,1.00,0.00,2.66,2.66,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,3.00,3.33,1.00,0.00,1.00,0.00,1.00,0.00,3.00,3.66,5.00,6.33,2.16,2.16,1.00,0.00,1.83,1.33,3.33,4.66,4.16,4.66,1.66,1.16,1.16,0.50,2.16,2.66,2.66,3.16,1.00,0.16,2.16,2.16,1.66,1.33,2.66,3.00,1.16,0.33
"27199C",2.66,2.83,2.16,2.16,1.33,0.83,1.00,0.16,1.00,0.00,2.00,1.83,1.33,0.83,1.16,0.50,2.50,2.50,1.50,1.16,1.16,0.66,1.00,0.33,1.16,0.33,2.83,3.33,2.16,2.00,1.83,2.16,3.33,4.00,2.16,2.16,5.00,6.83,3.50,4.00,1.00,0.16,1.00,0.00,2.33,3.16,4.00,4.33,2.33,3.33,1.50,1.50,4.66,5.83,3.00,3.50,1.16,0.50,1.50,1.00,1.50,1.00,2.66,3.33,1.33,0.66
"27199D",1.83,1.66,1.83,1.66,1.33,0.50,1.00,0.00,1.16,0.50,1.00,0.00,1.00,0.00,1.00,0.00,2.66,2.66,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.83,1.66,1.33,0.50,1.00,0.00,1.16,0.50,1.50,1.00,3.00,3.33,2.33,2.66,1.00,0.00,1.16,0.50,3.66,4.66,4.66,5.66,4.83,6.16,1.00,0.16,3.50,3.83,2.33,2.16,1.00,0.00,1.66,1.16,1.66,0.83,2.00,2.16,1.00,0.00
"27199E",3.83,4.16,2.16,2.66,2.50,2.66,2.00,2.83,1.50,1.33,2.83,2.83,1.16,0.83,1.00,0.00,2.00,1.66,1.16,0.33,1.16,0.66,1.00,0.00,1.00,0.00,2.50,2.83,1.16,0.33,1.00,0.00,1.16,0.33,1.83,1.83,3.50,4.16,2.50,2.83,1.00,0.00,1.00,0.16,3.16,3.83,4.00,5.00,1.66,2.16,1.66,1.50,5.00,6.50,2.66,3.16,1.16,0.50,1.66,1.16,1.50,0.83,3.50,4.16,1.16,0.50
"27199F",3.50,4.00,3.00,3.33,2.50,2.83,1.33,0.50,1.50,0.83,2.00,1.50,1.50,0.66,1.00,0.00,2.83,2.83,2.16,1.83,1.66,1.66,1.00,0.00,1.16,0.66,2.83,3.16,1.50,1.33,1.00,0.33,1.33,0.83,2.50,2.66,3.83,4.66,4.50,6.00,1.00,0.00,1.33,0.50,2.66,2.83,3.16,3.16,3.33,3.83,1.00,0.00,3.16,3.50,2.83,2.83,4.66,6.00,3.00,3.33,3.00,2.83,2.83,2.66,2.66,2.83
"27199G",1.00,0.16,2.83,2.50,1.00,0.16,1.16,0.33,1.83,1.50,1.00,0.00,1.00,0.00,1.00,0.00,2.50,1.83,1.00,0.00,1.66,1.00,1.00,0.00,1.00,0.00,1.50,1.33,1.00,0.00,1.00,0.00,1.00,0.00,1.16,0.33,2.16,2.00,2.00,2.16,1.00,0.00,1.00,0.00,1.00,0.16,3.66,3.50,1.83,1.33,1.16,0.33,4.00,4.00,1.00,0.00,1.00,0.00,1.33,1.00,1.66,1.16,2.16,1.83,1.00,0.00
"27199H",1.66,1.16,2.33,1.66,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.33,0.50,1.00,0.00,1.50,1.16,1.50,0.83,1.50,1.16,1.33,1.00,1.50,0.83,2.16,2.16,1.83,1.50,1.66,1.16,1.66,1.16,1.33,0.50,4.00,5.16,2.83,3.50,1.00,0.00,1.00,0.00,1.50,1.00,2.66,2.83,2.00,2.16,1.50,1.00,5.00,6.66,2.33,1.66,1.16,0.33,1.50,1.00,1.16,0.33,1.66,0.83,1.16,0.50
"27302",2.40,2.60,2.60,2.20,2.80,1.60,2.20,1.40,3.80,4.00,2.00,2.20,1.00,0.60,1.40,0.60,2.20,2.40,1.00,1.00,1.80,0.40,1.80,0.40,1.80,0.20,2.00,1.60,1.60,0.20,2.20,1.00,2.20,1.80,3.80,3.80,2.00,1.60,1.60,0.60,2.60,2.60,4.40,5.20,3.20,3.40,3.00,2.20,1.60,0.00,1.60,0.00,1.60,0.40,1.40,1.00,1.40,1.00,2.00,1.00,2.20,1.40,2.00,2.60,1.60,0.60
"27305A",4.16,4.00,2.33,2.50,2.16,2.00,1.83,2.00,4.00,4.33,3.00,3.16,1.00,0.00,1.00,0.00,1.66,1.83,1.16,0.16,1.00,0.00,1.00,0.00,1.00,0.16,2.83,2.66,1.00,0.16,1.00,0.00,1.00,0.00,3.66,4.16,3.33,3.33,1.66,1.50,1.00,0.33,3.33,3.16,3.83,3.50,3.66,3.66,1.00,0.00,2.00,1.33,1.00,0.16,1.16,0.50,1.66,1.50,1.83,1.66,2.00,1.00,2.16,2.33,1.33,0.66
"27305B",3.16,3.16,2.83,3.00,2.33,1.33,1.00,0.16,3.00,3.00,2.33,1.83,1.00,0.00,1.00,0.00,2.00,2.00,1.00,0.00,1.00,0.00,1.33,0.50,1.00,0.00,2.33,2.50,1.00,0.00,1.16,0.33,1.66,1.00,4.16,4.16,3.33,3.33,2.00,1.66,2.33,1.33,4.66,4.66,2.50,2.50,3.50,3.00,1.33,1.33,1.00,0.00,1.00,0.00,1.33,1.16,1.83,1.33,3.00,2.50,1.50,1.16,1.50,0.66,1.33,1.16
"27305C",2.00,1.80,2.60,2.00,1.20,0.40,1.00,0.00,1.60,1.00,1.60,0.80,1.00,0.00,1.00,0.00,2.00,1.80,1.20,0.40,1.00,0.20,1.00,0.20,1.00,0.20,1.80,1.60,1.20,0.40,1.20,0.40,1.00,0.00,3.20,3.40,2.60,2.60,1.40,0.60,1.20,0.40,4.00,4.00,1.80,1.60,2.80,2.80,1.40,0.80,1.00,0.00,1.00,0.20,1.20,0.80,2.80,2.60,3.00,3.00,2.00,1.00,1.60,1.20,1.40,0.60
"27307",3.16,3.33,2.50,2.50,2.00,1.50,1.00,0.16,3.83,3.83,2.66,2.83,1.00,0.00,1.00,0.16,1.33,0.66,1.16,0.33,1.16,0.33,1.50,1.16,1.50,1.50,2.33,2.33,1.16,0.50,1.33,1.00,1.83,1.50,3.66,3.33,2.33,2.50,1.66,1.66,2.50,1.83,3.33,2.83,2.33,2.33,2.50,2.66,1.00,0.00,1.16,0.50,1.00,0.16,1.33,0.83,2.50,2.00,1.83,1.50,1.83,1.16,1.83,1.16,2.00,2.16
"27308",3.33,2.83,3.50,3.00,2.83,2.00,1.00,0.00,4.50,4.33,2.00,1.33,1.00,0.00,2.66,1.66,1.66,1.16,1.00,0.00,1.00,0.00,1.33,0.50,1.66,1.00,3.16,2.50,1.00,0.16,1.33,1.00,2.16,1.33,3.66,3.33,2.83,2.50,1.66,1.33,2.33,1.33,4.33,4.00,3.66,2.66,2.50,2.16,1.00,0.16,1.16,0.33,1.00,0.00,1.50,0.83,2.16,1.66,2.16,2.00,1.66,1.00,1.66,1.16,2.66,2.16
"27311",3.91,3.66,2.33,2.25,1.16,0.83,2.00,1.50,4.16,4.25,3.16,3.25,1.08,0.25,1.00,0.08,1.33,1.08,1.33,1.16,1.08,0.50,1.50,0.91,1.66,1.66,2.25,1.91,1.50,1.00,2.16,1.91,2.00,1.25,3.50,3.00,2.41,1.91,1.50,1.16,2.50,2.00,2.50,2.25,3.83,3.25,3.66,2.75,1.16,0.83,2.41,2.16,1.25,0.83,1.33,0.75,3.25,2.58,2.08,2.16,1.66,1.08,2.58,2.25,1.50,1.08
"27502",2.83,2.66,1.66,1.33,1.00,0.16,2.00,1.33,2.83,2.33,1.50,1.50,1.00,0.00,1.00,0.00,1.16,0.83,1.00,0.16,1.00,0.00,1.00,0.00,1.00,0.00,1.50,0.83,1.00,0.00,1.00,0.00,1.00,0.00,4.50,4.16,2.50,2.33,2.00,1.50,1.16,0.16,4.16,4.16,4.50,5.33,4.16,4.50,1.50,0.66,1.16,0.33,2.00,1.50,4.66,5.66,1.33,0.83,1.50,1.00,1.50,1.00,3.16,3.00,1.16,0.66
"27505",4.40,4.20,2.00,1.80,3.00,3.00,1.20,0.60,1.60,1.20,1.20,0.80,1.20,0.40,1.00,0.00,1.60,1.20,1.20,0.40,1.00,0.20,1.00,0.20,1.00,0.20,2.80,2.80,1.00,0.40,1.20,0.40,1.20,0.60,4.20,3.60,3.60,3.20,1.20,0.60,1.20,0.40,4.40,4.60,4.00,4.00,3.60,4.20,1.00,0.20,1.00,0.00,1.00,0.20,3.60,3.60,1.20,0.60,1.40,0.60,1.60,0.80,2.40,2.60,1.20,0.40
"28102",2.66,2.50,2.00,2.16,1.83,2.16,1.16,0.33,1.33,1.16,2.16,3.33,1.00,0.00,1.00,0.00,1.66,2.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,2.16,2.50,1.16,0.50,1.16,0.50,1.16,0.50,2.33,2.83,2.50,3.33,1.83,1.83,1.16,0.50,1.33,1.33,1.66,1.66,4.50,4.66,1.16,0.16,1.00,0.00,2.33,2.83,2.16,3.16,3.00,3.83,5.00,6.16,1.83,1.33,2.33,2.83,1.33,1.00
"28105",3.33,3.00,2.00,2.16,1.83,1.50,1.00,0.16,1.83,1.50,1.66,1.50,1.00,0.00,1.00,0.00,2.16,2.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,2.16,2.16,1.00,0.00,1.00,0.00,1.00,0.00,2.66,2.83,1.83,2.00,1.33,1.00,1.00,0.00,2.00,2.66,2.16,1.50,3.33,3.66,1.16,0.66,1.00,0.00,2.00,1.66,1.50,1.00,1.66,1.50,4.83,4.83,1.83,1.16,2.00,1.50,1.16,0.33
"28108",3.66,3.33,2.83,3.00,1.50,1.16,1.33,1.33,1.50,1.33,1.83,1.66,1.00,0.00,1.00,0.00,2.66,3.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,2.16,2.16,1.00,0.00,1.00,0.00,1.00,0.00,2.33,2.66,2.33,2.00,1.33,0.83,1.00,0.16,2.16,2.50,3.16,4.16,4.50,4.66,1.00,0.00,1.33,0.50,1.33,0.50,1.16,0.66,2.16,2.33,5.00,5.33,1.66,1.33,2.33,2.16,1.50,0.83
"28302",2.50,2.83,4.00,4.16,2.50,2.33,1.16,0.66,1.33,1.00,2.16,2.33,1.00,0.00,1.00,0.00,2.83,2.66,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,2.83,2.83,1.00,0.00,1.00,0.00,1.00,0.00,2.00,1.50,1.50,1.00,1.16,0.16,1.00,0.00,1.00,0.00,1.83,1.00,4.16,4.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.50,1.16,0.66,4.16,3.50,1.50,1.00,2.83,2.33,1.16,0.33
"28305",3.33,3.16,4.50,4.83,2.66,2.66,1.33,0.66,1.83,1.33,2.00,2.33,1.00,0.00,1.00,0.00,3.66,3.00,1.00,0.00,1.00,0.33,1.00,0.00,1.00,0.00,3.16,3.00,1.00,0.00,1.00,0.00,1.00,0.00,1.33,1.00,1.83,1.83,1.33,0.33,1.00,0.00,1.50,0.33,1.83,1.00,4.33,4.00,1.16,0.33,1.00,0.00,1.16,0.16,1.16,0.33,1.50,1.33,4.83,4.00,1.83,1.16,2.50,2.16,1.16,0.33
"28308",1.83,2.33,4.16,4.00,2.16,2.50,1.33,1.00,1.66,1.33,1.00,0.16,1.00,0.00,1.00,0.00,3.33,3.16,1.00,0.66,1.16,0.50,1.33,1.33,1.16,0.66,2.50,2.83,1.00,0.00,1.00,0.16,1.00,0.00,1.16,0.83,1.50,2.00,2.66,3.00,1.00,0.00,1.00,0.00,1.16,0.66,3.66,4.00,1.00,0.33,1.00,0.00,1.50,1.16,1.00,0.00,1.50,1.66,4.66,4.00,1.83,1.50,2.00,1.66,1.33,1.00
