"21911A",4.00,4.20,4.00,4.20,4.20,4.40,3.80,4.40,2.20,1.80,1.60,1.60,4.40,4.40,3.40,3.40,3.80,4.20,3.00,3.20,2.80,2.80,2.20,2.00,2.60,2.80,3.20,3.20,2.80,3.00,2.60,2.60,3.00,2.80,2.20,2.60,1.80,1.40,2.20,2.00,2.40,2.00,1.80,2.00,2.20,2.20,2.00,1.60,2.00,2.20,2.00,1.60,1.60,1.40,1.40,0.60,1.80,1.40,2.20,2.00,1.40,0.60,1.40,0.80,1.20,0.80,1.20,0.80,2.20,2.00,1.60,1.20,2.00,1.60,1.20,0.80,1.80,1.40,1.40,1.00,3.60,3.80,3.00,2.80,2.40,2.20,1.40,1.40,1.60,1.20,1.80,1.60,1.40,1.00,1.40,1.20,1.80,1.60,1.40,1.00,2.20,1.80,3.20,3.00
"21911B",3.80,4.20,4.40,4.80,4.20,4.60,4.00,4.60,3.00,3.40,2.60,2.60,4.20,4.80,3.60,3.80,3.80,4.00,3.60,4.40,3.40,3.60,2.80,2.80,2.80,3.00,3.40,3.60,3.00,3.40,2.80,3.20,3.00,3.20,2.20,2.00,2.00,1.60,2.40,2.20,2.40,2.40,1.80,2.00,2.20,2.00,1.80,1.80,1.80,1.80,2.00,2.00,1.80,1.40,1.40,0.80,1.60,1.60,2.40,2.20,1.40,1.20,1.80,1.20,1.60,1.20,1.40,1.20,2.00,1.80,1.60,1.00,1.60,1.80,1.20,0.60,2.00,1.80,1.40,1.00,3.80,3.80,2.40,2.20,2.20,2.40,1.40,1.40,1.60,1.20,1.60,1.60,1.20,0.80,1.80,1.80,1.40,1.60,1.40,1.00,2.80,2.40,3.40,3.20
"21911C",3.80,3.60,3.80,4.20,4.20,4.00,3.80,3.60,1.60,1.20,1.60,1.40,4.00,3.80,2.80,2.60,3.20,2.80,2.60,2.60,2.20,2.40,2.20,1.80,3.20,3.20,3.60,3.80,2.00,2.00,2.60,2.40,3.20,2.60,1.40,1.20,1.40,0.80,3.00,2.80,2.60,2.80,2.00,1.80,2.00,2.20,1.40,1.40,1.40,1.40,1.60,1.00,1.60,1.20,1.20,0.60,1.60,1.20,1.80,1.80,1.40,1.00,2.40,2.00,1.40,1.60,1.80,1.40,2.00,1.60,2.00,1.80,2.00,2.40,1.40,1.00,1.80,1.80,1.20,0.80,3.80,3.80,2.00,2.60,2.20,2.00,1.00,0.40,1.80,1.20,1.40,1.20,1.20,0.80,1.60,1.20,1.60,1.60,1.20,0.80,2.20,2.20,3.20,3.00
"21911D",3.60,3.60,4.00,4.20,4.40,4.40,3.60,4.00,2.20,2.00,1.80,2.00,3.40,3.60,3.00,3.00,2.80,2.80,3.00,3.20,2.00,2.20,2.20,2.00,2.40,2.20,3.40,2.80,2.80,2.20,2.40,2.60,3.00,2.60,1.80,1.40,1.60,1.00,1.80,1.60,2.00,1.80,1.60,1.60,1.80,1.40,1.40,1.00,1.60,1.40,1.40,0.60,1.60,1.20,1.20,0.40,1.60,1.40,1.60,1.60,1.40,0.40,1.20,0.20,1.20,0.40,1.20,0.40,2.00,1.80,1.20,0.60,1.40,0.80,1.20,0.40,1.40,1.40,1.00,0.40,3.00,3.20,2.00,1.80,2.00,1.80,1.20,0.80,1.40,0.60,1.60,0.80,1.20,0.80,1.40,1.40,1.80,1.60,1.40,0.80,2.20,2.00,3.60,3.00
"21911E",3.80,4.20,4.00,4.40,4.40,4.80,4.00,4.20,2.80,3.20,2.40,2.40,4.60,4.60,4.20,3.80,3.60,3.60,3.00,3.20,3.20,3.00,3.00,2.80,3.00,3.00,3.20,3.40,3.00,3.40,2.80,2.80,3.40,3.20,2.40,2.40,2.00,2.00,2.20,2.20,2.60,2.60,2.40,2.40,2.60,2.20,2.20,2.00,2.20,2.20,2.20,2.00,1.60,1.60,1.60,0.80,1.60,1.40,2.40,2.40,1.60,1.20,1.80,1.60,1.80,1.40,1.80,1.60,2.20,2.00,2.00,1.40,2.00,1.80,1.40,1.00,2.00,1.60,1.60,1.00,3.40,3.20,2.60,2.40,2.20,2.00,1.20,1.00,2.20,1.60,2.00,2.00,1.20,1.00,2.20,2.40,2.40,2.40,2.00,1.60,2.40,2.20,3.60,3.40
"21911F",4.40,4.40,4.60,5.00,4.40,4.80,4.20,4.40,2.60,3.00,2.40,3.00,4.00,4.00,3.60,4.20,3.60,3.80,3.80,3.80,2.60,3.00,2.20,2.40,2.40,3.00,3.00,3.00,2.60,3.00,2.40,2.00,2.00,1.80,1.40,0.80,1.40,0.60,2.00,1.40,2.40,2.20,1.60,1.40,1.60,1.20,1.20,1.00,1.40,0.80,1.40,1.20,1.40,1.00,1.20,0.40,1.40,0.40,1.80,1.40,1.20,0.60,1.40,0.80,1.20,0.40,1.20,0.60,2.20,1.80,1.60,0.60,1.60,1.00,1.00,0.40,1.60,1.00,1.40,1.20,3.20,3.40,1.80,1.60,1.80,1.00,1.00,0.20,1.40,0.60,1.40,0.80,1.00,0.60,1.20,1.00,1.80,2.20,1.20,0.60,2.40,2.40,3.60,3.40
"21911H",4.00,4.00,4.40,4.60,4.40,4.80,4.40,4.20,1.80,1.60,1.60,1.60,4.60,4.20,4.00,3.60,3.60,3.80,3.40,3.40,2.80,2.60,2.20,2.20,2.60,2.80,3.40,3.60,3.40,3.00,3.20,3.00,3.00,2.80,1.80,1.60,1.40,1.20,2.20,1.80,2.20,2.20,2.00,1.80,2.20,2.20,1.80,1.60,1.80,1.40,2.00,1.80,1.40,1.00,1.40,0.80,1.40,1.20,2.40,2.40,1.80,1.00,1.80,1.40,1.40,1.00,1.80,1.40,2.20,2.00,2.00,1.00,2.00,1.80,1.40,1.00,2.20,1.60,1.80,1.00,4.20,3.60,2.20,2.00,2.00,1.60,1.40,1.00,1.80,1.00,1.80,1.40,1.20,0.80,2.00,1.60,2.40,2.00,1.60,1.20,2.60,2.20,3.60,3.20
"21911J",4.00,4.80,4.60,5.20,4.40,4.80,3.80,4.80,2.40,2.40,2.00,2.00,4.40,4.80,4.00,4.60,3.80,4.40,3.20,3.40,3.00,3.60,4.00,4.40,4.20,4.60,3.20,3.40,3.00,2.80,3.00,2.60,3.60,3.40,1.80,1.20,1.40,1.00,2.20,1.80,2.40,1.80,1.80,1.60,1.60,1.20,2.00,1.60,1.80,1.20,1.60,1.00,1.40,0.80,1.00,0.20,1.20,0.60,2.20,2.20,1.60,1.00,1.60,0.80,1.00,0.40,1.40,0.80,2.20,2.20,1.40,0.80,1.40,1.00,1.20,0.60,1.80,1.20,1.40,0.60,4.00,4.60,1.80,1.60,1.80,1.20,1.00,0.40,1.20,0.40,1.40,0.60,1.00,0.60,1.40,1.20,1.80,1.40,1.20,0.80,2.80,2.40,3.00,2.80
"24305A",3.80,5.00,4.20,5.00,2.60,3.60,3.80,5.20,3.20,4.00,2.40,3.40,3.60,4.20,4.20,4.60,4.20,4.40,2.60,4.00,2.80,3.60,3.80,3.80,3.60,3.60,3.40,3.40,2.80,2.80,2.80,2.80,2.20,2.00,1.00,0.80,2.20,1.60,2.00,1.60,1.80,1.60,1.20,1.00,1.40,1.20,1.40,1.40,1.60,1.00,1.00,0.40,1.40,0.40,1.00,0.00,1.20,0.80,1.40,1.00,1.00,0.40,1.00,0.20,1.00,0.00,1.00,0.20,2.00,1.60,1.00,0.20,1.00,0.60,1.00,0.20,1.60,0.60,1.00,0.00,3.00,3.40,1.40,1.60,2.20,1.40,1.00,0.40,1.20,0.60,1.00,0.20,1.00,0.00,1.40,0.60,1.60,1.60,1.20,0.80,2.40,2.00,2.60,3.00
"24305B",4.20,5.20,4.40,5.40,3.20,4.20,3.40,4.40,3.00,3.60,2.60,3.00,2.80,3.40,4.20,5.00,4.00,4.80,3.60,4.00,3.40,4.40,3.40,4.00,3.00,3.80,3.20,3.80,2.40,2.40,2.60,2.80,1.60,1.20,1.40,1.40,2.00,2.00,1.60,1.40,1.20,1.00,1.60,0.80,1.20,1.00,1.40,1.20,1.40,1.00,1.20,0.20,1.00,0.40,1.00,0.00,1.40,0.60,1.60,1.40,1.00,0.20,1.00,0.20,1.00,0.20,1.00,0.00,2.20,1.60,1.00,0.00,1.40,1.00,1.00,0.00,1.40,0.80,1.40,0.60,3.00,3.00,1.80,2.00,2.40,2.40,1.00,0.80,1.40,0.60,1.60,1.00,1.40,0.40,1.20,0.80,1.60,0.60,1.00,0.20,1.80,2.00,2.80,2.60
"24305C",4.00,4.00,4.40,5.00,3.40,3.80,3.40,4.00,3.20,4.00,2.80,3.40,3.20,3.40,3.40,4.20,3.40,4.00,2.40,2.60,2.80,3.40,2.80,2.80,3.40,3.20,2.40,2.40,1.00,0.80,1.60,1.40,1.80,1.20,1.20,0.20,2.20,2.40,1.40,0.80,1.40,0.40,1.40,0.60,1.80,1.20,1.80,1.00,1.80,1.20,1.00,0.60,1.00,0.40,1.00,0.00,1.00,0.40,1.60,1.40,1.20,0.20,1.00,0.60,1.00,0.20,1.00,0.20,2.20,1.40,1.00,0.20,1.60,1.40,1.00,0.20,1.40,1.00,1.00,0.20,3.00,2.60,1.40,1.20,2.20,1.40,1.00,0.80,1.00,0.20,1.20,0.20,1.00,0.00,1.20,0.80,1.80,1.20,1.20,0.20,2.00,1.60,2.60,2.60
"24305D",3.20,4.40,3.60,4.40,3.20,3.80,2.80,3.80,3.00,3.40,2.80,3.40,2.40,3.00,3.80,4.20,3.80,4.20,3.00,3.60,3.40,3.80,3.40,3.80,3.00,3.60,2.40,2.80,2.20,2.60,2.80,2.80,1.80,1.40,1.20,0.80,1.60,1.40,1.20,1.00,1.00,0.60,1.40,1.20,1.40,1.60,1.60,1.60,2.20,1.80,1.00,0.60,1.20,0.40,1.00,0.00,1.40,0.60,1.40,1.40,1.00,0.00,1.00,0.60,1.00,0.20,1.00,0.00,2.00,1.60,1.00,0.00,1.20,1.00,1.00,0.20,1.60,0.80,1.20,0.40,3.00,2.80,1.40,0.60,2.00,1.20,1.00,0.20,1.00,0.20,1.00,0.00,1.00,0.00,1.00,0.40,1.40,0.60,1.20,0.40,2.40,2.00,3.20,3.20
"24308A",2.80,4.60,4.20,5.80,2.80,4.80,4.00,5.80,2.80,3.20,3.00,3.80,3.60,4.20,4.20,5.20,4.60,5.80,4.00,4.80,3.40,4.40,2.60,2.80,3.20,3.60,3.40,4.00,2.60,3.20,2.40,2.60,2.60,2.40,1.40,1.00,2.80,2.80,2.80,2.00,2.40,1.80,2.60,2.20,2.20,1.80,2.80,2.20,2.40,1.80,2.00,1.60,1.60,1.40,1.40,0.60,1.40,1.00,2.20,2.00,1.20,1.00,1.40,1.00,1.20,0.60,1.00,0.20,1.80,2.00,1.40,0.60,1.60,1.40,1.00,0.40,1.20,0.80,1.00,0.40,3.80,4.20,1.80,1.80,1.80,1.80,1.20,0.60,1.20,0.40,1.60,1.40,1.40,1.00,1.60,0.80,1.80,1.20,1.20,0.60,1.40,1.20,1.40,1.40
"24308B",3.20,4.40,4.00,5.80,3.80,5.20,4.00,5.40,2.80,3.00,3.00,3.20,3.20,4.00,4.20,4.80,4.20,5.20,4.20,4.80,3.00,4.00,2.60,2.40,3.00,3.20,3.40,4.00,3.20,3.60,2.80,3.40,2.20,2.20,1.60,1.40,2.40,2.80,2.60,2.00,2.40,1.80,1.80,1.40,1.60,1.60,1.60,1.40,1.40,1.40,1.40,1.20,1.60,1.60,1.20,0.40,1.40,1.00,1.80,2.00,1.20,0.80,1.60,1.20,1.00,0.20,1.20,0.40,2.00,2.20,1.40,1.20,2.00,2.40,1.20,0.60,1.20,1.00,1.40,0.80,3.40,4.60,2.20,2.80,1.80,2.00,1.60,1.40,1.80,1.40,1.80,1.40,1.40,1.20,1.60,1.00,1.80,1.20,1.20,0.80,1.40,1.40,2.60,3.00
"24308C",3.00,5.80,4.60,6.00,2.40,4.40,3.00,5.80,2.40,3.00,2.80,4.00,3.20,4.20,4.40,5.20,4.40,5.80,3.60,4.80,3.20,5.20,3.00,4.40,3.00,4.00,3.40,4.40,3.00,3.60,3.20,3.40,2.40,2.20,1.40,0.80,2.40,3.20,2.60,2.40,2.80,2.40,2.60,2.40,2.60,2.20,2.80,2.20,2.00,2.20,1.60,1.20,1.60,1.60,1.40,0.60,1.40,1.20,1.80,1.40,1.40,0.80,1.20,1.00,1.20,0.40,1.20,0.40,2.40,2.00,1.40,0.60,1.60,1.60,1.20,0.60,1.20,0.80,1.00,0.40,4.00,4.80,1.80,1.80,2.20,2.00,1.40,1.20,1.60,0.80,2.00,1.40,1.20,1.00,1.40,1.00,1.60,1.40,1.60,1.20,1.60,1.00,1.80,2.00
"24308D",2.80,5.20,4.00,5.40,3.00,3.80,3.80,5.60,3.00,3.00,3.20,3.40,3.40,3.80,4.20,5.00,4.00,5.60,4.20,5.00,3.40,5.00,2.60,2.40,2.60,2.40,2.80,2.80,3.40,3.60,3.00,3.00,2.60,2.00,1.40,1.00,2.60,3.20,2.40,1.80,2.20,1.80,2.20,2.00,1.80,1.80,2.00,2.00,2.20,1.60,1.20,1.00,1.40,1.00,1.20,0.40,1.20,0.60,2.20,2.40,1.00,0.80,1.40,1.00,1.00,0.40,1.20,0.60,2.00,2.00,1.20,0.60,1.80,1.60,1.20,0.60,1.20,0.80,1.00,0.40,3.60,4.40,1.80,2.00,2.40,2.40,1.40,1.00,1.40,0.60,1.20,1.00,1.20,0.80,1.40,0.80,1.60,1.00,1.20,0.60,1.40,1.00,2.20,3.00
"24308E",2.60,5.60,3.60,4.80,2.80,5.60,3.40,5.20,2.60,4.60,2.60,3.80,3.20,4.80,3.80,4.60,3.60,5.40,3.40,4.40,3.00,5.00,2.60,3.60,2.60,4.00,2.40,3.20,3.00,4.80,3.20,4.20,2.40,3.20,1.60,2.20,2.40,3.60,2.80,2.80,2.80,2.60,2.60,2.60,2.20,2.40,2.40,2.40,2.40,2.40,1.20,1.20,1.40,1.60,1.20,0.80,2.00,2.20,2.60,2.20,1.00,1.60,1.20,1.20,1.60,1.00,1.40,0.80,1.80,1.60,1.20,0.80,1.80,2.60,1.00,1.00,1.20,1.40,1.00,0.80,3.60,4.40,1.80,2.20,2.40,2.80,1.00,1.40,1.20,1.00,1.40,1.80,1.00,1.40,1.40,1.60,1.60,1.40,1.20,1.00,2.40,2.20,2.20,3.00
"24308F",3.20,5.20,3.60,5.60,3.80,5.40,4.00,5.60,2.60,3.20,2.60,3.60,3.40,3.60,4.20,5.20,4.40,5.60,3.80,4.60,3.40,4.40,3.00,3.60,2.60,2.60,2.60,2.60,2.80,3.00,2.80,2.80,2.00,1.80,1.20,0.80,2.20,3.40,2.40,1.80,2.40,1.80,2.20,1.80,1.80,1.40,2.20,1.60,1.80,1.20,1.60,1.00,1.40,1.20,1.00,0.40,1.20,0.80,2.20,2.40,1.00,0.40,1.20,0.60,1.00,0.20,1.00,0.20,2.00,1.80,1.00,0.40,1.40,1.00,1.00,0.40,1.00,0.80,1.00,0.40,3.60,4.40,1.60,2.00,2.20,2.20,1.00,0.20,1.20,0.40,1.00,0.60,1.00,0.40,1.40,1.00,1.80,1.60,1.00,0.60,1.60,1.60,2.60,3.20
"24308G",3.00,5.60,4.20,5.80,2.80,5.20,3.80,6.00,2.80,3.40,2.80,4.00,3.20,4.20,4.20,5.60,4.20,5.60,4.00,5.00,3.40,5.20,2.40,2.80,2.60,3.20,3.60,4.20,3.20,3.60,3.20,3.20,2.60,2.40,1.40,1.00,2.80,3.20,2.80,2.20,2.60,2.00,2.20,2.20,2.60,2.60,2.80,2.60,2.20,2.00,1.60,1.20,1.60,1.40,1.40,0.60,1.40,1.00,2.60,2.20,1.20,0.80,1.20,1.00,1.00,0.40,1.00,0.40,1.80,1.80,1.40,0.60,1.80,1.60,1.20,0.40,1.40,0.80,1.20,0.40,3.80,4.40,1.80,1.80,2.20,1.80,1.60,1.20,1.20,0.60,1.40,1.20,1.20,1.00,1.60,1.00,1.80,1.20,1.40,0.80,1.40,1.20,1.60,2.20
"24308H",2.60,4.40,3.40,4.40,2.80,4.20,2.80,4.20,2.60,3.80,2.80,3.40,3.20,4.20,4.20,4.20,3.80,5.00,3.20,4.60,3.80,5.00,2.80,2.80,2.20,3.00,2.60,3.40,2.60,4.00,2.40,4.20,2.60,3.00,2.20,2.80,2.60,3.40,2.80,3.00,2.60,3.20,2.40,3.00,2.40,2.60,2.00,2.60,2.20,2.40,1.60,1.60,1.80,2.40,1.60,1.60,2.40,2.60,2.40,2.00,2.00,1.80,2.40,2.00,1.60,1.20,1.40,1.40,2.60,1.80,1.40,1.40,2.20,2.00,1.40,1.20,1.20,1.40,1.00,1.20,3.60,3.80,2.60,3.20,2.00,2.60,1.60,2.20,2.00,1.60,1.80,2.00,2.00,2.00,2.40,2.40,2.40,3.20,1.80,2.40,1.80,1.80,1.80,3.00
"24308J",3.40,5.00,3.60,5.00,3.40,5.40,3.40,5.00,2.60,4.00,2.80,4.20,4.00,5.00,3.80,4.40,4.00,5.60,4.00,4.60,2.60,4.20,3.00,3.40,2.80,4.20,2.60,4.00,2.80,4.60,3.40,4.40,2.40,3.60,1.80,2.20,2.20,4.20,2.80,3.60,2.80,3.00,2.60,2.60,2.40,3.60,2.20,2.80,2.20,2.80,1.80,1.80,1.80,1.60,1.60,1.20,2.60,2.20,2.80,2.40,1.20,1.60,1.40,2.00,1.80,1.40,1.60,1.60,2.00,1.60,1.00,0.60,2.00,2.40,1.00,0.80,1.20,1.60,1.00,1.00,3.20,4.40,1.60,3.00,2.20,3.00,1.20,1.20,1.80,2.20,1.60,1.60,1.20,1.80,1.40,1.40,1.80,2.00,1.00,1.20,2.20,2.00,3.00,3.60
"24311",4.20,5.40,3.80,5.60,4.60,6.20,4.20,6.20,3.20,5.40,3.60,5.20,4.00,5.80,3.60,4.60,4.40,6.00,3.80,5.40,3.00,3.60,3.40,5.00,3.40,5.00,2.20,3.00,3.00,4.20,3.00,4.20,2.60,2.80,1.80,1.40,2.40,2.80,2.40,2.60,2.20,3.40,3.00,4.00,2.00,2.60,2.80,3.80,2.40,3.20,2.00,1.60,1.60,1.20,1.40,0.80,1.60,2.00,2.20,2.40,2.00,1.20,1.60,1.00,1.20,0.60,1.00,0.40,1.80,1.40,1.20,0.40,1.60,1.20,1.00,0.20,1.20,0.60,1.40,0.80,4.00,5.00,2.00,2.40,2.20,2.40,1.80,2.00,1.20,0.80,1.80,1.20,1.40,1.00,1.40,0.80,2.60,2.40,1.20,1.00,2.60,2.00,4.40,5.80
"24502A",2.40,2.60,3.60,4.00,2.60,2.80,3.20,3.20,3.40,3.20,3.40,3.20,3.60,3.00,4.20,4.00,3.60,3.60,3.80,3.40,3.00,2.80,3.40,3.40,2.60,2.80,2.20,3.20,2.40,2.60,2.40,2.00,1.60,1.20,1.80,0.80,3.00,2.80,2.60,2.00,2.80,2.00,1.80,1.40,1.80,1.20,1.40,1.00,1.60,1.60,1.40,0.80,2.00,1.20,1.40,0.80,1.20,0.40,2.20,1.20,1.00,0.40,1.20,0.80,1.20,0.60,1.20,0.60,1.60,1.20,1.40,0.40,1.60,0.60,1.20,0.20,1.20,0.40,1.00,0.00,3.20,3.40,1.80,2.20,2.60,1.40,1.00,0.60,1.00,0.00,1.60,0.40,1.00,0.00,1.40,0.80,1.60,0.80,1.40,0.40,1.40,1.20,2.20,1.80
"24502B",2.00,2.00,2.80,3.00,1.00,1.00,2.60,2.40,1.60,0.60,1.20,1.00,1.80,1.60,3.00,2.60,3.00,2.40,3.00,3.00,2.20,2.20,1.80,1.40,2.20,1.20,2.20,1.40,1.40,0.40,2.00,1.60,1.40,0.40,1.00,0.20,1.60,1.40,1.60,1.20,1.40,0.80,2.60,2.40,2.20,1.80,2.40,2.00,2.00,1.60,2.20,1.60,1.00,0.20,1.20,0.40,1.60,0.80,2.00,1.20,1.00,0.20,1.20,0.40,1.00,0.00,1.00,0.00,2.20,1.40,1.00,0.00,1.60,1.60,1.00,0.00,1.00,0.20,1.00,0.00,3.20,3.40,1.20,0.80,2.00,1.80,1.00,0.60,1.20,0.60,1.20,0.80,1.40,0.60,1.20,0.80,1.00,0.80,1.00,0.40,1.20,1.00,1.20,1.00
"24502C",3.60,3.20,2.80,2.80,2.80,3.00,3.00,2.80,1.60,1.20,1.40,1.20,3.00,2.80,2.80,2.20,2.40,2.20,2.80,2.80,3.00,2.60,2.20,2.60,2.20,2.40,1.60,1.80,2.00,2.00,2.60,2.20,2.20,2.20,2.40,1.20,2.40,2.20,2.20,1.80,2.00,2.00,2.20,2.40,2.40,2.60,2.60,2.40,2.60,2.40,2.40,2.00,1.80,1.80,1.60,1.20,2.20,2.20,1.80,1.40,1.40,0.80,2.00,2.60,1.40,1.60,2.00,2.00,1.80,1.60,1.80,1.40,2.40,2.20,2.80,1.60,2.00,1.40,1.20,0.80,2.80,2.20,1.60,1.20,1.40,1.00,1.20,0.20,1.20,0.20,1.40,0.60,1.40,0.60,1.40,1.00,1.60,1.20,1.80,1.60,1.80,1.20,1.80,1.40
"24502D",2.20,2.40,2.60,2.60,2.00,2.00,3.20,2.60,2.60,1.80,1.80,1.00,2.20,2.00,2.80,2.00,2.60,2.00,3.60,3.20,3.80,3.40,1.60,1.00,1.80,1.00,1.40,2.00,1.60,1.20,2.20,1.60,2.20,1.60,1.60,0.60,3.00,2.60,1.80,1.40,1.40,1.40,3.40,3.00,3.00,2.40,3.40,3.20,2.20,1.20,1.60,0.80,1.00,0.20,1.00,0.00,1.40,0.80,2.60,1.80,1.40,0.60,1.20,0.60,1.20,0.40,1.20,0.20,1.60,1.00,1.00,0.20,1.60,1.20,1.20,0.80,1.20,0.60,1.40,0.40,3.20,3.00,1.20,1.00,2.60,2.20,1.00,0.00,1.20,0.40,1.60,0.80,1.20,0.20,1.00,0.00,1.00,0.00,1.00,0.00,1.40,0.80,1.80,1.00
"24505A",3.20,3.80,4.00,4.60,3.20,4.20,4.00,5.40,2.40,2.60,2.40,2.60,3.40,3.40,3.60,3.80,2.80,3.40,4.20,4.60,3.00,3.80,3.60,4.00,3.60,4.20,3.00,3.40,2.80,3.00,2.20,2.60,2.80,2.80,2.00,1.80,2.40,2.20,2.20,2.20,2.20,2.20,3.40,3.20,3.20,3.20,3.20,2.80,3.60,3.80,2.00,2.20,1.80,1.80,1.40,1.20,1.80,2.00,2.40,2.20,1.80,1.40,1.80,1.60,1.40,1.40,1.60,1.20,2.40,2.00,1.60,0.80,2.00,2.00,1.40,1.00,1.80,1.60,1.40,1.00,4.00,3.80,1.80,1.80,3.00,3.00,1.20,0.40,1.40,0.80,2.00,2.00,1.00,0.40,1.40,1.40,1.40,1.40,1.00,0.60,2.00,1.80,2.40,2.20
"24505B",2.80,2.80,3.40,3.80,2.60,2.60,3.60,3.80,1.80,2.20,1.60,1.80,3.20,3.40,3.40,3.60,2.80,3.00,3.60,4.00,3.00,3.60,3.40,3.40,3.80,4.00,2.40,2.40,2.60,2.60,2.40,2.40,2.60,2.20,1.40,1.40,2.00,1.80,2.40,2.00,2.40,2.20,3.00,2.80,2.80,3.00,2.60,2.60,3.00,3.00,2.20,2.00,2.00,1.60,1.40,0.80,2.20,1.80,2.40,2.20,1.80,1.40,1.40,1.60,1.40,1.00,1.40,1.20,2.00,1.60,1.40,0.80,2.00,2.20,1.20,0.80,1.40,1.40,1.00,0.40,4.20,3.80,1.80,1.60,3.00,3.60,1.00,0.60,1.40,0.80,1.80,1.40,1.20,0.60,1.20,0.80,1.40,1.00,1.20,0.40,1.80,1.20,2.00,1.40
"24505C",2.00,2.00,2.80,2.60,1.80,1.80,2.20,2.00,2.00,1.60,1.40,0.80,2.20,2.00,2.80,2.80,3.00,2.80,3.00,3.00,3.60,3.40,2.80,2.20,3.00,3.00,2.60,2.40,2.60,2.20,3.00,3.20,2.60,2.60,1.60,1.00,2.00,1.40,2.00,1.40,2.00,1.60,3.00,2.80,3.00,2.60,2.40,2.40,3.00,3.00,2.00,1.60,1.60,1.40,1.20,0.40,1.60,1.40,2.60,2.00,1.80,1.20,1.80,1.60,1.60,1.20,1.80,1.20,2.60,2.20,1.40,0.80,2.20,2.20,1.60,1.20,1.60,1.20,1.20,0.80,4.20,4.00,1.80,1.80,3.20,3.20,1.00,0.60,1.40,0.80,1.80,1.40,1.00,0.80,1.20,0.80,1.20,0.60,1.20,0.60,1.60,1.20,1.80,1.20
"24505D",2.80,3.00,3.20,3.80,2.80,3.00,3.00,3.40,2.00,2.20,2.00,1.60,3.00,3.00,2.80,2.80,2.00,2.40,3.20,3.60,3.80,4.80,2.40,2.20,2.60,2.20,2.80,3.00,2.40,2.40,3.00,2.40,2.80,2.80,1.60,1.00,2.60,2.40,2.00,1.80,2.00,1.80,3.20,3.00,3.00,2.80,2.60,2.60,3.00,3.00,2.20,1.80,1.40,1.00,1.60,1.20,1.80,1.80,2.00,2.00,1.40,1.40,1.80,1.20,1.20,0.80,1.80,1.60,2.20,2.20,1.80,1.00,2.20,1.60,1.40,1.00,2.00,1.40,1.40,0.80,4.80,4.60,1.80,1.80,4.00,4.80,1.00,0.60,1.20,0.60,1.80,1.60,1.00,0.60,1.40,1.00,1.20,1.20,1.00,0.60,2.00,1.40,2.20,2.20
"24505E",3.40,4.40,3.80,4.60,3.40,4.60,3.60,4.80,3.00,3.00,2.40,2.80,3.40,4.00,3.60,4.20,3.40,4.00,4.20,4.40,3.20,4.00,3.60,3.80,3.80,4.20,3.20,3.60,2.60,3.40,3.40,3.60,2.40,3.20,1.80,1.80,1.80,1.80,2.40,2.40,2.20,2.60,2.80,3.20,2.80,3.20,3.00,3.40,3.80,3.60,2.60,2.00,1.80,1.40,1.40,1.00,1.80,1.40,2.80,2.60,1.60,1.40,2.00,2.00,2.00,1.80,1.80,1.60,2.60,2.20,2.00,1.40,2.00,1.80,1.80,1.40,2.00,1.60,1.60,1.20,3.60,4.00,2.20,3.00,3.20,2.60,1.20,1.00,1.60,1.00,1.60,1.40,1.20,1.00,1.40,1.40,1.40,1.00,1.20,1.00,2.00,1.80,2.80,2.80
"24508A",3.40,3.80,3.80,4.20,3.20,3.40,3.40,3.80,1.60,1.40,1.60,1.40,4.40,4.00,3.20,2.80,2.40,2.20,4.00,4.60,2.40,2.20,3.00,3.40,3.60,4.00,3.40,3.60,2.20,2.40,2.20,2.00,3.80,3.60,2.00,1.60,2.40,2.20,2.80,2.60,2.80,3.00,3.40,3.80,3.20,3.60,3.40,3.00,4.20,4.00,2.60,2.40,2.60,2.60,2.20,1.80,3.40,3.60,2.40,2.20,1.80,1.80,2.20,2.40,2.00,1.80,1.80,1.40,2.20,2.00,1.60,1.40,2.00,2.20,1.60,1.20,2.20,1.80,1.80,1.00,3.60,3.60,2.20,2.40,2.60,2.40,1.20,0.80,1.60,1.60,2.00,2.00,1.20,0.80,1.80,1.60,1.80,1.40,1.20,1.00,2.20,1.80,2.40,2.20
"24508B",3.60,4.60,3.80,4.80,4.00,4.60,3.40,4.00,2.00,2.20,2.00,1.80,4.80,5.00,3.40,4.40,3.80,4.20,3.60,4.20,3.20,3.80,3.60,3.60,3.80,4.20,3.20,3.00,3.00,3.60,2.40,2.40,2.60,2.60,2.20,2.00,1.80,2.00,2.40,3.00,2.80,2.60,2.80,2.80,3.40,3.40,3.00,3.20,4.20,3.60,2.60,2.40,1.80,2.20,1.60,1.20,2.40,2.40,3.00,2.80,1.80,1.80,2.00,2.00,1.80,1.40,1.80,1.80,2.00,1.80,1.60,1.80,2.60,2.40,1.80,1.80,2.00,1.60,1.80,1.40,4.00,4.40,2.20,2.60,2.20,2.40,1.40,1.40,1.40,1.00,1.60,1.80,1.20,0.80,1.60,1.60,1.80,1.60,1.60,1.40,2.20,2.00,3.20,3.40
