"22505A",3.68,3.31,2.78,3.20,3.33,2.70,3.75,3.62,3.75,3.50,1.87,3.50,3.12,3.25,2.25,2.87,4.00,2.62,3.00,3.50,2.37,3.12,3.50,3.00,2.75,3.87,2.87
"22505B",3.43,3.35,2.68,3.16,3.50,2.66,3.37,3.50,3.62,3.00,1.87,3.62,3.12,3.12,2.37,3.25,4.12,2.62,3.00,3.62,2.25,3.25,3.75,3.12,2.87,3.62,2.62
"22505C",3.62,3.43,2.81,3.08,3.33,2.95,3.62,3.62,3.75,3.50,2.00,3.50,3.25,3.12,2.62,3.12,4.12,2.62,3.12,3.50,2.00,3.12,3.50,3.00,3.12,3.87,3.12
"22508",3.75,3.39,2.93,3.29,3.62,2.87,3.75,3.75,3.75,3.62,2.25,3.75,3.12,3.25,2.75,3.25,4.12,2.62,3.00,3.50,2.50,3.25,3.87,3.25,3.25,3.50,2.87
"22511",3.75,3.41,3.06,3.29,3.58,2.95,3.62,3.87,3.87,3.75,2.37,3.75,3.25,3.25,3.00,3.00,4.12,2.75,3.12,3.75,2.50,3.37,3.75,3.25,3.37,3.25,2.75
"22514A",3.81,3.66,2.78,3.08,2.95,2.91,4.12,3.50,3.50,3.12,1.75,3.37,3.62,2.62,2.75,4.12,4.25,2.75,2.50,3.50,2.37,3.50,3.00,2.50,2.75,4.50,3.50
"22514B",3.87,3.60,3.28,3.20,3.12,3.16,4.12,3.62,3.75,3.25,3.12,3.75,3.75,3.25,3.12,3.25,4.00,3.12,3.12,3.50,2.37,3.62,3.37,2.25,3.12,4.25,3.25
"22514C",3.75,3.47,2.81,3.20,3.16,3.00,3.87,3.62,3.75,3.12,2.12,3.50,3.25,3.00,2.75,3.50,4.25,2.75,2.75,3.50,2.37,3.25,3.50,2.50,3.00,3.87,3.50
"22514D",3.75,3.45,3.12,3.37,3.20,3.20,3.87,3.62,3.75,3.00,3.25,3.62,3.37,3.12,3.25,3.25,4.37,3.00,2.87,3.37,2.62,3.25,3.50,2.50,3.12,3.87,3.50
"22517",3.87,3.29,3.25,3.25,3.29,3.45,4.00,3.75,3.50,3.25,3.62,3.75,3.25,3.25,3.25,3.12,4.00,2.87,3.25,3.62,2.50,3.25,3.37,2.75,3.12,3.12,3.87
"22521A",3.12,2.95,2.96,3.20,3.25,2.79,3.12,3.12,3.00,3.12,3.25,3.50,3.12,3.00,2.37,2.75,4.25,2.50,3.00,3.37,2.37,3.00,3.25,3.00,2.75,2.75,3.00
"22521B",3.43,3.25,2.90,3.08,3.20,3.08,3.37,3.50,3.62,2.87,3.37,3.37,2.87,2.87,2.50,3.37,4.37,2.37,3.25,3.37,2.00,3.00,3.25,3.00,2.87,3.37,3.50
"22599A",3.31,3.29,2.90,3.16,3.16,3.20,3.37,3.25,3.37,2.87,3.12,3.62,3.00,2.75,3.25,3.25,4.25,2.62,3.25,3.37,2.50,3.00,3.12,2.75,2.87,3.87,3.12
"22599B",3.31,3.58,2.65,2.79,3.12,2.91,3.50,3.12,3.75,3.25,1.75,3.25,3.12,2.25,2.25,4.37,4.50,2.50,3.37,3.87,1.62,3.12,3.25,2.87,2.87,3.50,3.12
"22599C",3.68,3.58,2.87,3.04,3.20,3.12,3.62,3.75,4.12,3.25,2.00,3.50,3.62,3.25,3.00,3.25,4.00,2.87,3.12,3.62,1.87,3.37,3.37,2.75,3.12,3.75,3.25
"22599D",3.31,3.33,2.78,2.83,3.08,3.16,3.37,3.25,3.62,3.12,1.87,3.37,2.87,2.62,2.87,3.62,4.00,2.87,3.37,3.62,1.87,3.25,3.25,2.62,3.12,3.12,3.25
"22599E",3.75,3.60,3.00,2.83,3.58,3.54,3.87,3.62,3.37,3.37,2.62,3.75,3.75,3.12,3.75,3.75,4.00,3.12,3.12,3.87,1.37,2.87,3.75,3.25,3.25,3.62,3.75
"22599F",3.68,3.64,2.75,2.70,3.54,3.08,3.75,3.62,3.37,3.25,1.62,3.62,3.75,2.75,3.12,4.00,4.00,2.87,2.75,3.62,1.37,3.25,3.75,3.25,3.25,3.87,3.37
"24102A",4.62,3.81,3.59,2.87,2.87,4.45,4.75,4.50,3.62,2.75,3.00,4.00,3.75,3.00,4.62,3.75,3.75,4.37,4.00,3.87,1.87,4.25,2.75,1.87,3.50,4.37,4.75
"24102B",4.25,3.56,2.71,2.62,2.41,4.29,4.50,4.00,3.12,2.50,1.75,3.37,3.37,2.12,4.12,4.62,4.50,3.25,4.12,3.50,1.25,3.37,2.37,1.50,3.00,3.75,4.62
"24105",4.43,3.83,3.28,2.75,3.12,4.33,4.62,4.25,3.50,3.00,2.75,3.87,3.87,2.87,4.50,4.00,4.00,3.62,4.25,4.25,1.37,3.75,3.25,2.25,3.50,3.87,4.25
"24108",3.93,3.60,3.15,3.08,2.91,3.70,4.00,3.87,3.50,2.50,2.50,3.37,3.25,2.87,3.12,3.62,4.37,3.75,4.00,4.12,2.00,3.87,3.12,2.25,3.37,3.75,4.00
"24111A",4.18,3.33,2.96,2.75,2.50,4.12,4.37,4.00,3.12,2.50,2.87,3.12,3.25,2.62,3.75,3.75,4.37,3.25,4.37,3.62,1.25,3.25,2.62,1.75,3.12,3.12,4.25
"24111B",4.12,3.54,2.87,2.54,2.58,4.20,4.37,3.87,3.37,2.62,2.25,3.37,3.25,2.25,3.87,4.00,4.25,3.25,4.12,3.75,1.12,3.37,2.62,1.75,3.25,3.62,4.62
"24199A",3.81,3.33,2.84,2.75,2.75,3.87,4.00,3.62,3.12,2.62,2.00,3.50,3.37,2.62,3.50,3.62,3.87,3.25,3.87,3.37,1.75,3.50,2.75,2.00,3.00,3.50,4.25
"24199B",4.18,3.54,3.03,2.62,2.83,4.12,4.25,4.12,3.50,2.87,2.00,3.62,3.37,2.75,4.00,3.87,3.25,3.62,3.87,3.75,1.87,3.62,2.87,2.00,3.12,3.62,4.50
"24199C",3.81,3.50,3.09,2.79,3.00,4.12,4.12,3.50,3.62,2.75,2.62,3.62,3.50,2.87,4.12,3.50,3.75,3.37,3.87,3.75,1.75,3.62,3.25,2.12,2.75,3.87,4.37
"24302A",3.81,3.18,3.06,2.79,2.75,3.91,3.87,3.75,3.37,2.75,3.25,3.12,2.87,3.00,3.50,3.37,3.12,3.12,4.00,3.37,2.25,3.12,2.87,2.25,3.25,2.87,4.25
"24302B",3.75,3.41,2.75,2.75,3.00,4.00,3.87,3.62,3.50,2.75,2.25,3.37,3.37,2.50,3.75,3.62,3.50,3.00,3.87,3.50,2.25,3.00,3.25,2.37,3.25,3.25,4.37
"24302C",3.50,3.25,2.56,2.70,3.12,3.70,3.75,3.25,3.37,2.75,1.75,3.62,3.12,2.50,3.75,3.62,4.12,2.87,3.62,3.50,1.50,2.87,3.37,2.37,2.75,3.12,3.75
"24302D",3.62,3.14,2.62,2.41,2.54,3.95,3.75,3.50,3.00,2.50,2.12,2.87,2.75,2.25,3.75,4.00,3.25,3.12,3.75,3.25,1.75,2.75,2.62,2.12,3.12,2.75,4.37
"24302E",3.56,3.08,2.96,3.16,2.79,3.70,3.50,3.62,3.25,3.00,2.62,3.12,2.50,3.12,3.50,3.25,3.62,3.25,3.62,3.12,2.75,3.00,2.87,2.37,3.25,3.12,4.00
"24305A",3.87,3.50,2.71,2.33,2.66,4.12,3.87,3.87,3.50,2.62,2.00,3.25,3.37,2.50,3.87,4.12,3.37,3.25,4.00,3.50,1.12,3.00,2.75,2.00,3.25,3.25,4.50
"24305B",3.87,3.50,2.81,2.58,2.62,4.25,4.00,3.75,3.50,2.62,2.00,3.37,3.12,2.50,4.00,4.37,3.75,3.25,4.25,3.50,1.50,3.37,2.75,1.75,3.37,3.12,4.50
"24305C",3.81,3.62,2.96,2.50,3.00,4.04,3.87,3.75,3.75,2.87,2.37,3.75,3.12,2.75,3.87,3.75,3.37,3.37,4.00,4.12,1.37,3.25,3.12,2.12,3.37,3.62,4.25
"24305D",3.62,3.33,2.75,2.70,2.54,3.95,3.87,3.37,3.37,2.62,2.12,3.37,3.25,2.37,4.00,4.00,3.87,3.12,3.75,3.37,1.87,3.12,2.50,1.75,2.87,3.12,4.12
"24308A",4.31,3.81,3.09,2.58,2.70,4.45,4.62,4.00,3.87,3.00,2.00,3.62,3.62,2.37,4.50,4.12,3.62,3.62,4.37,4.12,1.75,3.75,2.87,1.62,3.37,3.75,4.50
"24308B",4.31,3.62,3.09,2.83,2.66,4.20,4.50,4.12,3.75,2.87,2.25,3.50,3.50,2.75,4.12,4.12,3.62,3.75,4.00,3.75,2.12,3.50,2.62,1.87,3.37,3.25,4.50
"24308C",4.25,3.83,3.15,2.75,2.58,4.33,4.50,4.00,3.50,3.00,2.00,3.50,3.75,2.62,3.87,4.37,4.12,3.75,4.37,4.25,1.50,3.87,2.75,1.50,3.25,3.87,4.75
"24308D",4.00,3.62,2.96,2.58,2.70,4.29,4.25,3.75,3.50,2.50,2.25,3.50,3.25,2.25,4.25,4.12,3.87,3.50,4.25,3.75,1.62,3.62,3.00,1.62,3.37,3.75,4.37
"24308E",3.87,3.62,3.00,2.62,2.87,4.00,4.12,3.62,3.50,2.87,2.00,3.50,3.50,2.50,3.87,4.00,3.75,3.37,3.87,3.75,1.62,3.75,3.25,1.87,3.12,3.87,4.25
"24308F",4.06,3.77,3.03,2.87,2.75,4.12,4.25,3.87,3.62,2.75,2.12,3.62,3.75,2.50,3.87,4.00,3.62,3.62,4.00,4.00,2.50,3.62,2.87,1.75,3.25,4.00,4.50
"24308G",4.06,3.62,3.06,2.62,2.79,4.25,4.37,3.75,3.37,2.75,2.25,3.62,3.25,2.37,4.00,4.12,3.87,3.62,4.25,3.87,1.62,3.62,3.00,1.75,3.25,3.87,4.50
"24308H",4.18,3.43,2.93,2.54,2.83,4.00,4.12,4.25,3.62,2.75,2.25,3.50,3.12,2.62,3.87,3.37,3.62,3.50,3.87,3.75,1.37,3.25,3.00,2.00,3.50,3.25,4.25
"24308J",3.87,3.58,2.93,2.50,2.83,4.00,4.12,3.62,3.62,2.75,2.50,3.37,3.50,2.62,3.75,3.75,3.12,3.25,3.87,3.87,1.75,3.25,3.12,2.00,3.37,3.37,4.37
"24311",4.56,4.10,3.78,3.04,2.70,4.29,4.50,4.62,4.25,2.87,3.50,3.37,4.37,3.12,4.12,3.50,3.25,4.12,4.37,4.50,2.75,4.62,2.87,1.87,3.87,4.12,4.37
"24502A",3.56,3.52,2.87,2.79,2.87,3.70,3.50,3.62,3.50,3.12,1.75,3.12,3.12,2.62,3.50,3.75,4.00,3.12,3.50,3.62,1.75,3.50,3.12,2.37,3.37,3.75,4.12
"24502B",2.87,2.89,2.40,2.45,2.66,3.16,2.87,2.87,2.87,2.62,1.62,2.87,2.75,2.37,2.75,3.50,3.62,2.75,3.25,3.00,1.37,2.62,2.75,2.37,2.87,2.37,3.50
"24502C",2.75,2.91,2.34,2.70,3.20,2.50,2.62,2.87,3.25,2.75,1.62,3.25,2.62,2.75,2.50,2.62,3.62,2.50,2.50,3.12,1.75,2.50,3.12,3.25,3.00,2.87,2.50
"24502D",2.62,2.93,2.34,2.66,3.20,2.62,2.62,2.62,3.25,2.87,1.50,3.12,2.50,2.62,2.50,3.00,3.87,2.62,2.62,3.12,1.50,2.37,3.25,3.25,2.62,3.12,2.75
"24505A",3.31,3.20,2.84,2.95,3.29,2.87,3.37,3.25,3.50,3.12,2.62,3.25,3.25,3.25,2.75,2.50,3.87,2.75,2.75,3.50,1.75,2.87,3.50,3.12,3.12,3.37,3.12
"24505B",3.00,3.33,2.68,2.79,3.20,2.83,3.12,2.87,3.50,3.00,2.12,3.25,3.00,3.00,2.62,3.00,3.87,2.87,2.75,3.87,1.50,2.75,3.50,2.87,3.12,3.50,3.12
"24505C",2.68,3.12,2.34,2.45,3.12,2.70,2.62,2.75,3.25,2.62,1.62,3.50,3.00,2.50,2.25,3.75,3.75,2.50,2.87,3.37,1.12,2.62,3.00,2.87,2.50,2.87,3.00
"24505D",3.37,3.18,2.75,3.00,3.20,3.08,3.50,3.25,3.25,3.25,2.12,3.50,3.12,2.87,2.87,3.12,4.12,2.75,3.00,3.37,2.00,2.87,3.37,2.75,3.00,3.25,3.37
"24505E",3.37,3.47,3.06,2.79,3.33,3.37,3.37,3.37,3.62,3.12,2.50,3.62,3.25,2.87,3.25,3.62,3.37,3.37,3.50,3.87,2.12,3.25,3.50,2.87,3.25,3.25,3.37
"24508A",3.50,3.52,2.93,2.79,3.70,2.95,3.75,3.25,3.62,3.25,2.12,3.87,4.37,3.25,2.75,3.62,3.62,3.12,3.12,3.62,1.50,3.25,3.75,3.50,2.75,3.12,3.00
"24508B",3.37,3.41,3.25,2.95,3.75,3.08,3.50,3.25,3.50,3.25,2.87,4.00,4.25,3.12,2.62,3.12,3.50,3.37,3.37,3.87,2.25,3.50,3.75,3.50,2.75,3.00,3.25
"24511B",3.18,3.16,2.87,2.75,3.25,3.16,3.37,3.00,3.37,2.75,2.87,3.50,3.37,3.12,3.00,2.87,3.87,2.87,3.25,3.37,1.25,3.00,3.25,3.00,3.25,2.75,3.25
"24511E",2.81,3.10,3.06,2.87,3.41,2.95,2.87,2.75,3.12,3.37,2.87,3.62,3.37,3.25,2.50,2.62,4.00,3.00,3.25,3.37,1.37,3.00,3.37,3.25,3.00,3.12,3.12
"24599A",3.62,3.27,3.03,3.04,3.08,3.33,3.62,3.62,3.37,3.12,2.25,3.37,2.87,3.12,3.12,3.00,4.25,3.50,3.37,3.87,1.75,3.25,3.37,2.50,3.37,3.12,3.50
"24599B",3.93,3.33,3.25,2.70,3.20,3.70,3.87,4.00,3.37,3.00,2.87,3.25,3.25,3.00,3.50,2.87,2.75,3.62,3.50,3.75,2.37,3.50,3.50,2.87,3.62,3.12,4.12
"24599C",2.37,2.64,2.18,2.75,3.29,1.79,2.37,2.37,3.00,3.12,1.12,3.25,2.12,2.87,1.87,2.25,3.62,2.12,1.87,2.87,1.75,2.37,3.12,3.50,2.62,3.00,1.62
"25102",3.93,3.75,3.34,3.20,3.62,4.12,4.25,3.62,3.75,3.50,3.00,4.37,4.12,3.37,4.12,3.50,3.50,3.50,4.12,4.25,2.75,3.37,3.75,2.75,3.25,3.62,4.12
"25103A",3.62,3.66,3.34,3.29,3.50,3.75,3.87,3.37,3.62,3.37,3.25,4.12,4.00,3.50,3.75,3.12,3.62,3.37,3.87,4.25,2.75,3.37,3.75,2.62,3.12,3.87,3.62
"25103B",3.75,3.52,3.15,3.12,3.37,3.70,3.87,3.62,3.50,3.00,3.12,3.75,3.50,3.37,3.50,3.25,3.75,3.25,3.75,3.62,2.25,3.25,3.62,2.75,3.25,4.00,3.87
"25104",3.75,3.70,3.46,3.50,3.58,3.70,3.75,3.75,3.75,3.75,3.25,3.87,3.75,3.50,3.75,3.00,3.62,3.50,3.37,4.00,3.37,3.37,3.62,3.25,3.75,4.00,4.00
"25105",4.12,3.70,3.50,3.29,3.54,3.91,4.25,4.00,3.75,3.75,3.25,4.00,4.00,3.25,4.25,3.37,3.75,3.37,3.37,4.25,2.87,3.62,3.62,3.00,3.00,3.87,4.12
"25111",3.50,3.56,2.93,3.04,3.50,3.50,3.62,3.37,3.62,3.37,2.37,3.75,3.87,3.00,3.50,3.87,4.12,3.00,3.25,3.50,2.00,3.00,3.62,3.12,3.00,3.50,3.75
"25199A",3.93,3.62,3.37,3.12,3.37,3.62,4.12,3.75,3.50,3.62,3.12,3.87,4.12,3.00,3.62,3.37,3.75,3.37,3.37,3.87,2.62,3.37,3.50,2.75,3.00,3.87,3.87
"25302",4.12,3.68,3.25,2.95,3.20,4.37,4.37,3.87,3.62,3.12,2.75,4.12,3.87,3.00,4.37,3.50,3.25,3.75,4.25,3.50,2.62,3.37,3.37,2.12,3.50,4.12,4.50
"25312",4.25,3.77,3.18,2.75,3.00,4.16,4.62,3.87,3.37,3.25,2.50,3.75,3.87,2.87,3.87,4.25,3.62,3.37,4.00,3.75,1.75,3.62,3.25,2.00,3.25,4.12,4.62
"25313",3.50,3.58,3.12,2.75,3.37,3.54,3.75,3.25,3.37,3.50,2.25,3.87,3.50,3.00,3.00,3.75,3.25,3.37,3.50,3.87,2.00,3.37,3.75,2.50,2.87,4.12,4.12
"25315",3.87,3.79,3.56,2.91,3.33,4.04,4.12,3.62,3.62,3.62,2.87,4.00,4.37,3.12,3.87,3.62,2.87,3.87,3.75,3.87,2.75,3.87,3.75,2.25,3.12,4.12,4.50
"25319A",4.31,3.70,3.25,2.83,2.83,4.29,4.62,4.00,3.62,3.12,2.75,3.62,3.37,2.87,4.00,4.25,3.87,3.50,4.12,4.00,1.75,3.62,3.00,1.87,2.75,4.25,4.75
"25319B",4.00,3.47,3.15,2.87,3.25,3.83,4.12,3.87,3.37,3.12,2.75,3.87,3.37,3.12,3.75,3.62,3.75,3.37,3.75,4.00,1.75,3.37,3.62,2.25,2.87,3.62,4.00
"25323",3.56,3.31,2.87,2.87,3.29,3.12,3.87,3.25,3.37,3.50,2.00,3.37,2.87,3.00,3.00,3.37,3.75,2.87,3.00,3.50,1.87,3.12,3.62,2.87,2.87,3.87,3.37
"27102A",4.25,3.72,3.53,3.04,2.87,4.16,4.37,4.12,3.62,3.25,3.75,3.62,3.75,3.12,3.87,3.87,3.37,3.50,4.00,4.00,2.62,3.62,3.25,1.75,2.87,4.25,4.62
"27102B",3.62,3.52,3.21,2.87,3.08,3.58,3.75,3.50,3.50,3.50,2.50,3.75,3.37,3.12,3.37,3.25,3.25,3.62,3.37,3.50,2.25,3.25,3.00,2.50,3.50,4.00,4.00
"27105",4.12,3.39,3.37,2.58,3.00,3.95,4.25,4.00,3.37,3.12,3.25,3.25,3.50,3.25,4.00,2.87,2.75,3.50,3.50,3.62,1.75,3.62,3.37,2.37,3.37,3.62,4.37
"27108A",4.43,3.70,3.06,3.25,2.16,4.58,4.50,4.37,3.12,2.50,2.37,3.00,3.25,2.75,4.25,3.75,3.12,3.50,4.50,3.87,3.87,3.87,2.25,1.25,3.75,4.50,5.00
"27108C",4.31,3.79,3.12,2.83,1.87,4.62,4.37,4.25,3.25,2.50,2.62,2.50,3.37,2.75,4.50,4.00,3.12,3.50,4.50,3.87,2.62,3.87,1.87,1.25,3.75,4.50,4.87
"27108D",4.43,3.64,3.34,3.50,2.50,4.37,4.50,4.37,3.75,2.75,3.25,3.12,3.37,3.25,4.37,3.00,3.00,3.50,4.12,4.12,4.25,3.87,2.75,1.62,3.50,4.12,4.62
"27108E",4.25,3.68,3.06,3.04,1.95,4.54,4.25,4.25,3.12,2.37,2.50,2.62,3.37,2.87,4.50,3.75,3.37,3.62,4.37,3.75,2.87,3.75,1.87,1.37,3.50,4.62,4.75
"27108G",4.56,3.93,3.46,3.37,1.87,4.70,4.62,4.50,3.50,2.37,3.37,2.37,4.12,2.62,4.62,3.37,2.62,4.00,4.62,4.25,4.87,4.12,2.00,1.25,3.87,4.50,4.87
"27108H",4.56,3.85,3.37,3.41,1.58,4.54,4.50,4.62,3.50,2.50,3.12,2.00,3.75,2.50,4.50,3.12,2.87,4.00,4.37,4.37,4.87,3.87,1.62,1.12,3.87,4.50,4.75
"27108J",4.00,3.79,3.68,3.20,2.58,4.20,4.00,4.00,3.62,3.37,3.62,3.25,4.25,3.25,4.37,3.00,3.12,3.87,3.75,3.50,3.25,3.87,3.00,1.50,3.87,4.50,4.50
"27199A",3.75,3.56,3.03,2.45,2.04,4.16,3.87,3.62,3.37,3.00,2.50,2.50,3.50,2.62,3.87,3.37,2.62,3.37,4.00,3.50,2.12,3.25,2.25,1.37,3.37,4.25,4.62
"27199B",4.00,3.41,3.03,3.00,2.45,4.29,4.12,3.87,3.37,2.62,2.87,3.00,3.00,2.75,4.25,3.12,3.50,3.25,4.25,3.50,2.75,3.37,2.87,1.50,3.25,4.25,4.37
"27199C",4.12,3.18,3.06,2.87,2.04,4.25,4.25,4.00,3.12,2.50,2.75,2.62,2.87,2.75,4.12,3.00,3.87,3.37,4.12,3.37,2.00,3.62,2.25,1.25,3.62,3.12,4.50
"27199D",4.43,3.45,3.09,3.25,2.33,4.37,4.37,4.50,3.25,2.50,2.75,3.12,3.00,2.75,4.25,3.50,3.75,3.62,4.12,3.37,3.25,3.50,2.50,1.37,3.50,4.12,4.75
"27199E",4.06,3.41,3.09,2.83,2.41,4.08,4.00,4.12,3.12,2.50,2.87,3.12,2.87,3.00,3.62,3.75,3.37,3.62,4.00,3.25,2.12,3.37,2.62,1.50,3.25,4.25,4.62
"27199F",4.18,3.52,3.31,2.54,3.62,3.66,4.25,4.12,3.50,3.37,3.37,3.87,3.62,2.87,3.50,3.12,2.62,3.00,3.62,3.75,2.12,3.50,3.75,3.25,3.87,3.25,3.87
"27199G",3.62,3.41,2.59,3.20,2.00,3.75,3.37,3.87,3.12,2.12,1.87,2.37,3.00,2.25,3.25,4.00,3.62,3.12,3.37,3.00,3.75,3.25,2.00,1.62,3.12,4.25,4.62
"27199H",4.12,2.93,3.03,2.87,2.16,4.20,4.00,4.25,3.00,2.37,2.37,2.50,2.87,3.12,4.00,3.12,3.50,3.75,4.12,2.62,2.00,3.62,2.25,1.75,3.00,3.00,4.50
"27302",3.93,3.35,3.09,3.54,3.08,3.87,3.87,4.00,4.00,2.87,3.25,3.62,2.87,3.25,3.75,2.75,2.75,2.87,3.87,3.87,4.62,3.37,3.50,2.12,3.37,3.25,4.00
"27305A",4.00,3.35,3.37,3.50,2.95,4.08,3.87,4.12,3.87,3.00,3.75,3.25,2.87,3.25,3.75,2.50,3.00,3.25,4.12,3.75,4.25,3.50,3.25,2.37,3.62,3.50,4.37
"27305B",3.87,3.41,3.25,3.41,3.16,3.70,3.75,4.00,4.25,3.12,3.37,3.37,2.75,3.00,3.37,2.62,2.62,3.00,3.62,4.00,4.62,3.50,3.62,2.50,3.62,3.25,4.12
"27305C",3.25,3.14,2.87,3.00,3.33,3.16,3.37,3.12,3.75,2.87,3.12,3.62,2.50,2.75,2.87,3.00,2.25,2.62,3.12,3.75,4.00,2.87,3.75,2.62,3.12,2.75,3.50
"27307",3.31,3.06,2.84,3.50,3.45,3.37,3.12,3.50,3.25,2.37,3.12,3.37,2.62,3.25,3.12,2.62,3.00,3.00,3.37,3.00,4.25,2.87,3.87,3.12,3.12,3.75,3.62
"27308",3.12,3.08,3.00,3.45,3.45,3.00,3.00,3.25,3.37,3.00,3.25,3.50,2.50,3.25,2.87,2.62,3.00,2.87,3.00,3.25,4.12,2.87,3.62,3.25,3.37,3.37,3.12
"27311",3.31,3.02,2.90,3.75,3.20,3.70,3.37,3.25,3.50,2.62,3.25,3.37,2.50,3.75,3.75,2.37,3.50,2.87,3.50,2.87,4.00,2.87,3.37,2.87,3.50,3.37,3.87
"27502",4.37,3.16,3.71,3.58,1.83,4.00,4.00,4.75,3.25,2.62,3.12,2.62,1.62,3.25,3.50,3.00,2.87,4.12,3.75,4.37,4.62,5.00,1.62,1.25,3.12,3.62,4.75
"27505",3.93,3.16,3.46,3.70,2.41,3.75,3.75,4.12,3.50,2.62,3.37,3.12,2.50,3.37,3.75,2.37,3.37,3.62,3.50,3.50,4.37,4.25,2.25,1.87,3.12,4.00,4.00
"28102",4.18,3.93,3.90,2.79,2.16,4.25,4.25,4.12,3.37,2.87,3.87,3.37,4.12,2.62,2.87,3.25,2.25,4.25,5.00,4.62,3.50,4.62,1.87,1.25,3.87,4.37,4.87
"28105",3.62,3.64,3.34,2.66,2.66,3.70,3.75,3.50,3.25,3.25,3.37,3.50,3.37,2.62,2.50,3.25,2.12,3.25,4.12,4.25,3.25,3.50,2.62,1.87,3.50,4.25,4.50
"28108",4.37,3.79,3.59,2.91,2.29,4.33,4.62,4.12,3.37,3.25,3.62,3.25,4.50,2.75,4.00,3.37,2.12,4.00,4.25,3.87,3.87,3.50,2.12,1.50,3.62,4.00,4.75
"28302",3.37,3.45,2.96,3.08,3.29,2.79,3.37,3.37,3.75,3.37,2.25,3.50,2.87,3.25,2.75,3.37,2.87,3.00,2.62,3.50,3.12,3.25,3.37,3.00,3.25,4.00,3.00
"28305",3.43,3.54,3.06,3.20,3.16,3.08,3.62,3.25,3.75,3.25,2.62,3.62,3.12,3.25,2.75,3.25,3.12,3.12,2.87,3.62,3.25,3.25,3.25,2.62,3.37,4.12,3.62
"28308",3.06,3.29,2.68,3.04,3.50,2.95,3.12,3.00,3.25,3.12,2.12,3.75,2.87,2.75,2.50,3.87,3.62,2.75,3.00,3.50,2.75,2.75,3.50,3.25,2.62,3.62,3.37
"28311",3.12,3.27,2.81,3.08,3.50,2.91,3.25,3.00,3.37,3.00,2.75,3.87,2.87,3.00,2.37,3.62,3.37,2.75,2.87,3.50,2.87,2.75,3.50,3.12,2.75,3.50,3.50
"31114",4.43,3.35,3.78,3.91,3.12,4.04,4.37,4.50,3.62,2.87,4.37,3.75,3.25,4.12,3.75,2.00,3.50,3.75,4.12,3.75,4.12,4.12,3.12,2.50,3.37,4.12,4.25
"31117",3.81,2.97,3.03,3.83,3.33,3.20,3.75,3.87,3.00,2.12,3.75,3.50,2.12,4.12,3.37,2.75,3.50,2.87,3.37,2.62,3.87,3.37,3.50,3.00,3.37,4.00,2.87
"31202",4.43,3.35,3.75,3.87,2.95,4.12,4.37,4.50,3.37,2.87,4.25,3.87,3.25,4.00,4.12,2.37,3.50,3.75,4.12,3.62,4.12,4.12,3.12,1.87,3.37,4.12,4.12
"31204",4.43,3.37,3.78,3.87,2.95,4.16,4.37,4.50,3.37,2.87,4.25,3.87,3.37,4.00,4.12,2.37,3.50,3.87,4.12,3.62,4.12,4.12,3.12,1.87,3.37,4.12,4.25
"31206",4.50,3.37,3.78,3.87,2.95,4.16,4.37,4.62,3.37,2.87,4.25,3.87,3.37,4.00,4.12,2.37,3.50,3.87,4.12,3.62,4.12,4.12,3.12,1.87,3.37,4.12,4.25
"31210",4.43,3.35,3.78,3.87,2.95,4.20,4.37,4.50,3.37,2.87,4.37,3.87,3.25,4.00,4.12,2.37,3.50,3.75,4.25,3.62,4.12,4.12,3.12,1.87,3.37,4.12,4.25
"31212",4.43,3.37,3.78,3.87,2.95,4.20,4.37,4.50,3.37,2.87,4.37,3.87,3.37,4.00,4.12,2.37,3.50,3.75,4.25,3.62,4.12,4.12,3.12,1.87,3.37,4.12,4.25
"31216",4.43,3.33,3.71,3.87,2.95,4.12,4.37,4.50,3.37,2.87,4.37,3.87,3.12,4.00,4.00,2.37,3.50,3.62,4.12,3.62,4.12,4.00,3.12,1.87,3.37,4.12,4.25
"31218",4.50,3.37,3.75,3.87,2.95,4.16,4.50,4.50,3.37,2.87,4.37,3.87,3.12,4.00,4.12,2.37,3.50,3.75,4.12,3.62,4.12,4.00,3.12,1.87,3.50,4.25,4.25
"31222",4.50,3.39,3.78,3.83,2.95,4.20,4.50,4.50,3.37,2.87,4.37,3.87,3.25,4.00,4.12,2.37,3.37,3.75,4.25,3.75,4.12,4.12,3.12,1.87,3.37,4.25,4.25
"31224",4.50,3.39,3.75,3.83,2.95,4.12,4.50,4.50,3.37,2.87,4.37,3.87,3.25,4.00,4.00,2.37,3.37,3.62,4.12,3.75,4.12,4.12,3.12,1.87,3.37,4.25,4.25
"31226",4.50,3.39,3.81,3.83,2.95,4.16,4.50,4.50,3.37,2.87,4.37,3.87,3.25,4.00,4.12,2.37,3.37,3.87,4.12,3.75,4.12,4.12,3.12,1.87,3.37,4.25,4.25
"31303",4.06,3.35,3.46,3.83,3.08,4.08,3.87,4.25,3.87,2.87,4.37,3.75,2.75,3.50,4.12,2.25,3.62,3.00,4.12,4.00,4.37,3.62,3.37,2.12,3.25,4.00,4.00
"31304",4.06,3.37,3.46,3.79,3.08,4.08,3.87,4.25,3.87,2.87,4.37,3.75,2.75,3.37,4.12,2.25,3.62,3.00,4.12,4.00,4.37,3.62,3.37,2.12,3.37,4.00,4.00
